22	a	bank	holding	company	at1	nn1	jj	nn1
63	the	Holy	Spirit	in	at	jj	nn1	ii
69	the	Holy	Spirit	is	at	jj	nn1	vbz
13	The	Holy	Spirit	is	at	jj	nn1	vbz
17	the	Holy	Spirit	that	at	jj	nn1	cst
38	the	Holy	Spirit	to	at	jj	nn1	to
16	the	Holy	Spirit	who	at	jj	nn1	pnqs
16	the	Holy	Spirit	will	at	jj	nn1	vm
20	the	homologous	blood	group	at	jj	nn1	nn1
12	The	honest	answer	is	at	jj	nn1	vbz
21	the	horrible	things	that	at	jj	nn2	cst
12	the	hot	afternoon	sun	at	jj	nnt1	nn1
12	the	hot	air	balloon	at	jj	nn1	nn1
25	the	hot	breath	of	at	jj	nn1	io
12	the	hot	dog	stand	at	jj	nn1	nn1
15	the	hot	milk	mixture	at	jj	nn1	nn1
14	the	hot	seat	for	at	jj	nn1	if
18	the	hot	summer	months	at	jj	nnt1	nnt2
17	the	hot	summer	sun	at	jj	nnt1	nn1
24	the	hot	sun	and	at	jj	nn1	cc
20	the	hot	tub	and	at	jj	nn1	cc
16	the	hot	water	and	at	jj	nn1	cc
12	the	hot	water	heater	at	jj	nn1	nn1
12	the	hot	water	in	at	jj	nn1	ii
43	the	huge	amount	of	at	jj	nn1	io
24	the	huge	amounts	of	at	jj	nn2	io
12	the	huge	costs	of	at	jj	nn2	io
29	the	huge	increase	in	at	jj	nn1	ii
13	the	huge	influx	of	at	jj	nn1	io
50	the	huge	number	of	at	jj	nn1	io
26	the	huge	numbers	of	at	jj	nn2	io
19	the	huge	success	of	at	jj	nn1	io
20	the	huge	volume	of	at	jj	nn1	io
24	the	human	ability	to	at	jj	nn1	to
22	the	human	being	and	at	jj	nn1	cc
18	the	human	being	as	at	jj	nn1	ii
16	the	human	being	as	at	jj	nn1	csa
14	the	human	being	in	at	jj	nn1	ii
44	the	human	being	is	at	jj	nn1	vbz
13	The	human	being	is	at	jj	nn1	vbz
20	the	human	being	who	at	jj	nn1	pnqs
20	the	human	beings	who	at	jj	nn2	pnqs
89	the	human	body	and	at	jj	nn1	cc
17	the	human	body	as	at	jj	nn1	ii
22	the	human	body	can	at	jj	nn1	vm
14	the	human	body	has	at	jj	nn1	vhz
21	the	human	body	in	at	jj	nn1	ii
63	the	human	body	is	at	jj	nn1	vbz
28	The	human	body	is	at	jj	nn1	vbz
12	the	human	body	or	at	jj	nn1	cc
19	the	human	body	that	at	jj	nn1	cst
19	the	human	body	to	at	jj	nn1	to
15	the	human	brain	and	at	jj	nn1	cc
21	the	human	brain	is	at	jj	nn1	vbz
16	The	human	brain	is	at	jj	nn1	vbz
35	the	human	capacity	for	at	jj	nn1	if
25	the	human	capacity	to	at	jj	nn1	to
14	the	human	capital	approach	at	jj	nn1	nn1
39	the	human	condition	and	at	jj	nn1	cc
20	the	human	condition	in	at	jj	nn1	ii
21	the	human	condition	is	at	jj	nn1	vbz
22	the	human	condition	that	at	jj	nn1	cst
32	the	human	cost	of	at	jj	nn1	io
22	the	human	costs	of	at	jj	nn2	io
23	the	human	desire	to	at	jj	nn1	to
13	the	Human	Development	Index	at	jj	nn1	nn1
12	the	human	dignity	of	at	jj	nn1	io
26	the	human	dimension	of	at	jj	nn1	io
14	the	human	dimensions	of	at	jj	nn2	io
12	the	human	element	in	at	jj	nn1	ii
20	the	human	equivalent	of	at	jj	nn1	io
22	the	human	experience	of	at	jj	nn1	io
24	the	human	eye	can	at	jj	nn1	vm
13	the	human	eye	is	at	jj	nn1	vbz
12	the	human	face	and	at	jj	nn1	cc
23	the	human	face	of	at	jj	nn1	io
19	the	human	form	of	at	jj	nn1	io
12	the	human	gene	pool	at	jj	nn1	nn1
23	the	human	genetic	code	at	jj	jj	nn1
20	the	human	genome	and	at	jj	nn1	cc
14	the	human	genome	has	at	jj	nn1	vhz
29	the	human	genome	is	at	jj	nn1	vbz
192	the	Human	Genome	Project	at	jj	nn1	nn1
48	the	human	genome	project	at	jj	nn1	nn1
34	The	Human	Genome	Project	at	jj	nn1	nn1
22	the	human	heart	and	at	jj	nn1	cc
57	the	human	immune	system	at	jj	jj	nn1
55	the	human	immunodeficiency	virus	at	jj	nn1	nn1
18	the	human	life	span	at	jj	nn1	nn1
53	the	human	mind	and	at	jj	nn1	cc
20	the	human	mind	can	at	jj	nn1	vm
35	the	human	mind	is	at	jj	nn1	vbz
12	The	human	mind	is	at	jj	nn1	vbz
17	the	human	mind	to	at	jj	nn1	to
12	the	human	nature	is	at	jj	nn1	vbz
15	the	human	nature	of	at	jj	nn1	io
24	the	human	need	for	at	jj	nn1	if
20	the	human	need	to	at	jj	nn1	to
25	the	human	nervous	system	at	jj	jj	nn1
17	the	human	papilloma	virus	at	jj	nn1	nn1
30	the	human	person	and	at	jj	nn1	cc
15	the	human	person	as	at	jj	nn1	ii
26	the	human	person	is	at	jj	nn1	vbz
12	the	human	population	and	at	jj	nn1	cc
13	the	human	population	of	at	jj	nn1	io
29	the	human	race	and	at	jj	nn1	cc
12	the	human	race	from	at	jj	nn1	ii
12	the	human	race	had	at	jj	nn1	vhd
24	the	human	race	has	at	jj	nn1	vhz
16	the	human	race	in	at	jj	nn1	ii
46	the	human	race	is	at	jj	nn1	vbz
14	the	human	race	to	at	jj	nn1	to
12	the	human	race	was	at	jj	nn1	vbdz
17	the	human	race	will	at	jj	nn1	vm
16	the	Human	Resources	Administration	at	jj	nn2	nn1
25	the	human	resources	department	at	jj	nn2	nn1
20	the	human	rights	abuses	at	jj	nn2	vvz
18	the	human	rights	and	at	jj	nn2	cc
62	the	Human	Rights	Campaign	at	jj	nn2	vv0
22	the	Human	Rights	Commission	at	jj	nn2	nn1
18	the	human	rights	community	at	jj	nn2	nn1
22	the	human	rights	group	at	jj	nn2	nn1
24	the	human	rights	issue	at	jj	nn2	vv0
33	the	human	rights	movement	at	jj	nn2	nn1
97	the	human	rights	of	at	jj	nn2	io
40	the	human	rights	situation	at	jj	nn2	nn1
36	the	human	rights	violations	at	jj	nn2	nn2
27	the	Human	Rights	Watch	at	jj	nn2	vv0
21	the	human	security	agenda	at	jj	nn1	nn1
67	the	human	side	of	at	jj	nn1	io
14	the	human	species	and	at	jj	nn	cc
14	the	human	species	is	at	jj	nn	vbz
22	the	human	spirit	and	at	jj	nn1	cc
19	the	human	spirit	is	at	jj	nn1	vbz
15	the	human	spirit	that	at	jj	nn1	cst
13	the	human	spirit	to	at	jj	nn1	to
18	the	human	tendency	to	at	jj	nn1	to
13	the	human	visual	system	at	jj	jj	nn1
12	the	human	world	and	at	jj	nn1	cc
82	the	Humane	Society	of	at	jj	nn1	io
36	The	Humane	Society	of	at	jj	nn1	io
19	the	humane	treatment	of	at	jj	nn1	io
13	the	humanitarian	crisis	in	at	jj	nn1	ii
16	the	humanitarian	situation	in	at	jj	nn1	ii
12	the	hybrid	nature	of	at	jj	nn1	io
25	the	hypothetical	absence	of	at	jj	nn1	io
18	the	Illinois	High	School	at	np1	jj	nn1
27	the	international	human	rights	at	jj	jj	nn2
12	the	junior	high	level	at	jj	jj	nn1
49	the	junior	high	school	at	jj	jj	nn1
106	the	local	high	school	at	jj	jj	nn1
16	the	local	historical	society	at	jj	jj	nn1
14	the	Maryland	Historical	Society	at	np1	jj	nn1
12	the	Massachusetts	Historical	Society	at	np1	jj	nn1
13	the	Massachusetts	Horticultural	Society	at	np1	jj	nn1
27	the	military	high	command	at	jj	jj	nn1
131	the	moral	high	ground	at	jj	jj	nn1
14	the	most	handsome	man	at	rgt	jj	nn1
24	The	Most	Happy	Fella	at	rgt	jj	nn1
26	the	most	hated	man	at	rgt	jj	nn1
12	the	most	heinous	crimes	at	rgt	jj	nn2
22	the	most	horrible	thing	at	rgt	jj	nn1
14	the	Muslim	holy	book	at	jj	jj	nn1
32	the	Muslim	holy	month	at	jj	jj	nnt1
21	the	National	High	School	at	jj	jj	nn1
20	the	national	high	school	at	jj	jj	nn1
30	the	National	Human	Genome	at	jj	jj	nn1
15	the	National	Human	Rights	at	jj	jj	nn2
14	the	new	high	school	at	jj	jj	nn1
35	the	New-York	Historical	Society	at	np1	jj	nn1
12	the	old	high	school	at	jj	jj	nn1
17	the	only	high	school	at	jj	jj	nn1
38	the	Peconic	Historical	Society	at	jj	jj	nn1
37	the	Pew	Hispanic	Center	at	nn1	jj	nn1
27	the	public	high	school	at	jj	jj	nn1
12	the	really	hard	part	at	rr	jj	nn1
14	the	same	high	level	at	da	jj	nn1
68	the	same	high	school	at	da	jj	nn1
16	the	same	high	standards	at	da	jj	nn2
14	The	second	honorable	mention	at	md	jj	nn1
15	the	state	high	school	at	nn1	jj	nn1
20	the	top	high	school	at	jj	jj	nn1
22	the	traditional	high	school	at	jj	jj	nn1
33	the	UN	Human	Rights	at	np1	jj	nn2
80	the	United	Nations	High	at	jj	nn2	jj
22	the	United	Nations	Human	at	jj	nn2	jj
13	The	Very	Hungry	Caterpillar	at	rg	jj	nn1
17	the	way	human	beings	at	nn1	jj	nn2
48	the	whole	human	race	at	jj	jj	nn1
19	the	worst	human	rights	at	jjt	jj	nn2
20	their	fellow	human	beings	appge	jj	jj	nn2
20	their	hard	work	and	appge	jj	nn1	cc
13	their	helpful	comments	and	appge	jj	nn2	cc
39	their	helpful	comments	on	appge	jj	nn2	ii
17	their	high	level	of	appge	jj	nn1	io
12	their	high	school	class	appge	jj	nn1	nn1
16	their	high	school	diplomas	appge	jj	nn1	nn2
24	their	high	school	years	appge	jj	nn1	nnt2
17	them	a	hard	time	ppho2	at1	jj	nnt1
24	them	as	human	beings	ppho2	csa	jj	nn2
16	them	as	human	shields	ppho2	csa	jj	nn2
12	them	in	high	school	ppho2	ii	jj	nn1
12	theory	of	human	nature	nn1	io	jj	nn1
13	these	are	hard	times	dd2	vbr	jj	nnt2
12	These	are	hard	times	dd2	vbr	jj	nnt2
13	These	are	human	beings	dd2	vbr	jj	nn2
22	they	are	human	beings	pphs2	vbr	jj	nn2
12	they	leave	high	school	pphs2	vv0	jj	nn1
18	things	the	hard	way	nn2	at	jj	nn1
23	this	high	level	of	dd1	jj	nn1	io
13	this	huge	amount	of	dd1	jj	nn1	io
45	this	the	hard	way	dd1	at	jj	nn1
37	Thomas	Jefferson	High	School	np1	np1	jj	nn1
16	those	at	high	risk	dd2	ii	jj	nn1
12	those	with	high	levels	dd2	iw	jj	nn2
42	threat	to	human	health	nn1	ii	jj	nn1
20	threats	to	human	health	nn2	ii	jj	nn1
21	through	a	hard	time	ii	at1	jj	nnt1
33	through	hard	work	and	ii	jj	nn1	cc
49	through	high	school	and	ii	jj	nn1	cc
18	through	some	hard	times	ii	dd	jj	nnt2
13	through	the	half-open	door	ii	at	jj	nn1
36	through	the	hard	times	ii	at	jj	nnt2
12	through	the	high	grass	ii	at	jj	nn1
12	through	the	high	school	ii	at	jj	nn1
13	through	the	high	windows	ii	at	jj	nn2
15	through	the	Holy	Spirit	ii	at	jj	nn1
20	time	in	high	school	nnt1	ii	jj	nn1
49	time	in	human	history	nnt1	ii	jj	nn1
30	to	a	halfway	house	ii	at1	jj	nn1
19	to	a	happy	marriage	ii	at1	jj	nn1
41	to	a	healthful	environment	ii	at1	jj	nn1
24	to	a	healthy	baby	ii	at1	jj	nn1
13	to	a	healthy	diet	ii	at1	jj	nn1
50	to	a	high	degree	ii	at1	jj	nn1
20	to	a	high	gloss	ii	at1	jj	nn1
40	to	a	high	level	ii	at1	jj	nn1
13	to	a	high	pitch	ii	at1	jj	nn1
79	to	a	high	school	ii	at1	jj	nn1
17	to	a	high	standard	ii	at1	jj	nn1
36	to	a	homeless	shelter	ii	at1	jj	nn1
47	to	a	human	being	ii	at1	jj	nn1
16	to	all	human	beings	ii	db	jj	nn2
50	to	another	human	being	ii	dd1	jj	nn1
12	to	any	human	being	ii	dd	jj	nn1
19	to	attend	high	school	to	vvi	jj	nn1
12	to	ban	human	cloning	to	vvi	jj	nn1
16	to	be	human	beings	to	vbi	jj	nn2
19	to	become	head	coach	to	vvi	jj	nn1
15	to	change	human	nature	to	vvi	jj	nn1
14	to	clone	human	beings	to	vvi	jj	nn2
21	to	complete	high	school	to	vvi	jj	nn1
71	to	finish	high	school	to	vvi	jj	nn1
22	to	graduate	high	school	to	vvi	jj	nn1
14	to	hard	work	and	ii	jj	nn1	cc
14	to	have	high	blood	to	vhi	jj	nn1
12	to	have	high	levels	to	vhi	jj	nn2
13	to	heavy	metal	music	ii	jj	nn1	nn1
25	to	her	high	school	ii	appge	jj	nn1
39	to	high	blood	pressure	ii	jj	nn1	nn1
15	to	high	concentrations	of	ii	jj	nn2	io
131	to	high	levels	of	ii	jj	nn2	io
18	to	high	rates	of	ii	jj	nn2	io
64	to	high	school	and	ii	jj	nn1	cc
12	to	high	school	for	ii	jj	nn1	if
13	to	high	school	graduates	ii	jj	nn1	nn2
54	to	high	school	in	ii	jj	nn1	ii
69	to	high	school	students	ii	jj	nn1	nn2
41	to	high	school	together	ii	jj	nn1	rl
88	to	high	school	with	ii	jj	nn1	iw
13	to	high	schools	and	ii	jj	nn2	cc
50	to	his	high	school	ii	appge	jj	nn1
17	to	human	beings	and	ii	jj	nn2	cc
70	to	human	health	and	ii	jj	nn1	cc
18	to	human	health	or	ii	jj	nn1	cc
13	to	human	life	and	ii	jj	nn1	cc
12	to	human	rights	abuses	ii	jj	nn2	vvz
40	to	human	rights	and	ii	jj	nn2	cc
13	to	human	rights	violations	ii	jj	nn2	nn2
21	to	Human	Rights	Watch	ii22	jj	nn2	vv0
16	to	improve	human	rights	to	vvi	jj	nn2
12	to	international	human	rights	ii	jj	jj	nn2
14	to	junior	high	school	ii	jj	jj	nn1
35	to	make	hard	choices	to	vvi	jj	nn2
27	to	make	hard	decisions	to	vvi	jj	nn2
18	to	make	healthy	choices	to	vvi	jj	nn2
17	to	meet	human	needs	to	vvi	jj	nn2
16	to	my	high	school	ii	appge	jj	nn1
26	to	other	human	beings	ii	jj	jj	nn2
12	to	our	high	school	ii	appge	jj	nn1
13	to	pay	high	prices	to	vvi	jj	nn2
27	to	promote	human	rights	to	vvi	jj	nn2
32	to	protect	human	health	to	vvi	jj	nn1
13	to	protect	human	life	to	vvi	jj	nn1
20	to	protect	human	rights	to	vvi	jj	nn2
13	to	provide	high	quality	to	vvi	jj	nn1
12	to	provide	humanitarian	aid	to	vvi	jj	nn1
15	to	respect	human	rights	to	vvi	jj	nn2
13	to	set	high	standards	to	vvi	jj	nn2
25	to	teach	high	school	to	vvi	jj	nn1
17	to	the	Haitian	people	ii	at	jj	nn
14	to	the	hard	drive	ii	at	jj	nn1
36	to	the	hard	work	ii	at	jj	nn1
24	to	the	high	cost	ii	at	jj	nn1
17	to	the	high	country	ii	at	jj	nn1
68	to	the	high	court	ii	at	jj	nn1
14	to	the	high	ground	ii	at	jj	nn1
12	to	the	high	road	ii	at	jj	nn1
126	to	the	high	school	ii	at	jj	nn1
13	to	the	high	school	ii22	at	jj	nn1
12	to	the	High	School	ii	at	jj	nn1
18	to	the	Hispanic	community	ii	at	jj	nn1
13	to	the	historical	record	ii	at	jj	nn1
21	to	the	holy	city	ii	at	jj	nn1
126	to	the	Holy	Land	ii	at	jj	nn1
42	to	the	Holy	Spirit	ii	at	jj	nn1
17	to	the	hot	springs	ii	at	jj	nn2
13	to	the	human	being	ii	at	jj	nn1
75	to	the	human	body	ii	at	jj	nn1
38	to	the	human	condition	ii	at	jj	nn1
48	to	the	human	eye	ii	at	jj	nn1
14	to	the	human	form	ii	at	jj	nn1
12	to	the	Human	Genome	ii	at	jj	nn1
16	to	the	human	heart	ii	at	jj	nn1
18	to	the	human	mind	ii	at	jj	nn1
51	to	the	human	race	ii	at	jj	nn1
13	to	the	human	resources	ii	at	jj	nn2
19	to	the	human	rights	ii	at	jj	nn2
12	to	the	human	species	ii	at	jj	nn
29	to	the	human	spirit	ii	at	jj	nn1
14	to	the	human	world	ii	at	jj	nn1
13	to	the	Humane	Society	ii	at	jj	nn1
15	to	their	high	school	ii	appge	jj	nn1
30	to	your	hard	drive	ii	appge	jj	nn1
12	to	your	high	school	ii	appge	jj	nn1
22	tons	of	hazardous	waste	nnu2	io	jj	nn1
17	took	a	hard	line	vvd	at1	jj	nn1
29	took	a	hard	look	vvd	at1	jj	nn1
18	took	a	heavy	toll	vvd	at1	jj	nn1
22	took	the	high	road	vvd	at	jj	nn1
12	top	high	school	players	jj	jj	nn1	nn2
13	track	in	high	school	nn1	ii	jj	nn1
31	transition	from	high	school	nn1	ii	jj	nn1
22	transition	to	high	school	nn1	ii	jj	nn1
12	treat	high	blood	pressure	vvi	jj	nn1	nn1
108	Trust	for	Historic	Preservation	nn1	if	jj	nn1
14	U.S.	high	school	record	np1	jj	nn1	nn1
12	UN	High	Commissioner	for	np1	jj	nn1	if
12	UN	Human	Rights	Commission	np1	jj	nn2	nn1
14	under	a	hot	sun	ii	at1	jj	nn1
15	under	heavy	pressure	from	ii	jj	nn1	ii
12	under	the	hot	lights	ii	at	jj	nn2
24	under	the	hot	sun	ii	at	jj	nn1
14	understanding	of	human	behavior	nn1	io	jj	nn1
39	understanding	of	human	nature	nn1	io	jj	nn1
17	understanding	of	human	rights	nn1	io	jj	nn2
12	undocumented	high	school	graduates	jj	jj	nn1	nn2
14	unfit	for	human	consumption	jj	if	jj	nn1
24	United	Nations	High	Commissioner	jj	nn2	jj	nn1
23	United	Nations	Human	Rights	jj	nn2	jj	nn2
25	Universal	Declaration	of	Human	jj	nn1	io	jj
22	universality	of	human	rights	nn1	io	jj	nn2
12	unusually	high	level	of	rr	jj	nn1	io
12	unusually	high	levels	of	rr	jj	nn2	io
35	unusually	high	number	of	rr	jj	nn1	io
12	up	in	high	school	rp	ii	jj	nn1
18	up	the	hard	way	rp	at	jj	nn1
16	us	a	hard	time	ppio2	at1	jj	nnt1
41	us	as	human	beings	ppio2	csa	jj	nn2
14	use	by	high	school	nn1	ii	jj	nn1
49	use	of	homophobic	epithets	nn1	io	jj	nn2
15	used	for	human	consumption	vvn	if	jj	nn1
32	value	of	hard	work	nn1	io	jj	nn1
42	value	of	human	life	nn1	io	jj	nn1
19	values	of	hard	work	nn2	io	jj	nn1
13	very	hard	look	at	rg	jj	nn1	ii
36	very	hard	thing	to	rg	jj	nn1	to
13	very	hard	time	with	rg	jj	nnt1	iw
44	very	high	degree	of	rg	jj	nn1	io
13	very	high	doses	of	rg	jj	nn2	io
13	very	high	expectations	for	rg	jj	nn2	if
92	very	high	level	of	rg	jj	nn1	io
73	very	high	levels	of	rg	jj	nn2	io
14	very	high	opinion	of	rg	jj	nn1	io
43	very	high	percentage	of	rg	jj	nn1	io
18	very	high	price	for	rg	jj	nn1	if
29	very	high	rate	of	rg	jj	nn1	io
26	very	high	rates	of	rg	jj	nn2	io
15	very	high	regard	for	rg	jj	nn1	if
24	vice	president	for	human	jj	nn1	if	jj
47	vice	president	of	human	jj	nn1	io	jj
23	victims	of	human	rights	nn2	io	jj	nn2
12	view	of	human	behavior	nn1	io	jj	nn1
69	view	of	human	nature	nn1	io	jj	nn1
71	violation	of	human	rights	nn1	io	jj	nn2
137	violations	of	human	rights	nn2	io	jj	nn2
15	violators	of	human	rights	nn2	io	jj	nn2
12	virtues	of	hard	work	nn2	io	jj	nn1
12	Walt	Whitman	High	School	np1	np1	jj	nn1
43	was	a	handsome	man	vbdz	at1	jj	nn1
20	was	a	handsome	woman	vbdz	at1	jj	nn1
12	was	a	happy	day	vbdz	at1	jj	nnt1
13	was	a	happy	man	vbdz	at1	jj	nn1
14	was	a	happy	person	vbdz	at1	jj	nn1
13	was	a	happy	time	vbdz	at1	jj	nnt1
16	was	a	hard	decision	vbdz	at1	jj	nn1
27	was	a	hard	man	vbdz	at1	jj	nn1
20	was	a	hard	thing	vbdz	at1	jj	nn1
19	was	a	hard	time	vbdz	at1	jj	nnt1
37	was	a	hard	worker	vbdz	at1	jj	nn1
15	was	a	heady	time	vbdz	at1	jj	nnt1
13	was	a	heavy	drinker	vbdz	at1	jj	nn1
19	was	a	high	point	vbdz	at1	jj	nn1
13	was	a	high	priority	vbdz	at1	jj	nn1
189	was	a	high	school	vbdz	at1	jj	nn1
24	was	a	horrible	thing	vbdz	at1	jj	nn1
33	was	a	hot	day	vbdz	at1	jj	nnt1
12	was	a	hot	night	vbdz	at1	jj	nnt1
13	was	a	hot	summer	vbdz	at1	jj	nnt1
13	was	a	hot	topic	vbdz	at1	jj	nn1
19	was	a	huge	amount	vbdz	at1	jj	nn1
15	was	a	huge	deal	vbdz	at1	jj	nn1
17	was	a	huge	fan	vbdz	at1	jj	nn1
33	was	a	huge	hit	vbdz	at1	jj	nn1
26	was	a	huge	mistake	vbdz	at1	jj	nn1
19	was	a	huge	part	vbdz	at1	jj	nn1
13	was	a	huge	problem	vbdz	at1	jj	nn1
13	was	a	huge	relief	vbdz	at1	jj	nn1
14	was	a	huge	step	vbdz	at1	jj	nn1
83	was	a	huge	success	vbdz	at1	jj	nn1
51	was	a	human	being	vbdz	at1	jj	nn1
15	was	a	hung	jury	vbdz	at1	jj	nn1
24	was	an	honest	mistake	vbdz	at1	jj	nn1
15	was	hard	work	and	vbdz	jj	nn1	cc
15	was	high	time	for	vbdz	jj	nnt1	if
16	was	high	time	to	vbdz	jj	nnt1	to
501	was	in	high	school	vbdz	ii	jj	nn1
16	was	in	high	spirits	vbdz	ii	jj	nn2
13	was	my	high	school	vbdz	appge	jj	nn1
15	was	named	head	coach	vbdz	vvn	jj	nn1
28	was	the	hard	part	vbdz	at	jj	nn1
14	was	the	head	coach	vbdz	at	jj	nn1
50	was	the	high	point	vbdz	at	jj	nn1
18	was	the	high	school	vbdz	at	jj	nn1
15	Washington	High	School	in	np1	jj	nn1	ii
36	way	through	high	school	nn1	ii	jj	nn1
13	we	are	human	beings	ppis2	vbr	jj	nn2
12	we	as	human	beings	ppis2	rg	jj	nn2
17	we	human	beings	are	ppis2	jj	nn2	vbr
13	well	in	high	school	rr	ii	jj	nn1
21	went	into	high	gear	vvd	ii	jj	nn1
211	went	to	high	school	vvd	ii	jj	nn1
21	were	high	school	graduates	vbdr	jj	nn1	nn2
25	were	high	school	sweethearts	vbdr	jj	nn1	nn2
17	were	in	high	demand	vbdr	ii	jj	nn1
123	were	in	high	school	vbdr	ii	jj	nn1
23	were	no	hard	feelings	vbdr	at	jj	nn2
18	what	a	human	being	ddq	at1	jj	nn1
15	which	human	beings	are	ddq	jj	nn2	vbr
13	which	the	human	mind	ddq	at	jj	nn1
72	while	in	high	school	cs	ii	jj	nn1
12	While	in	high	school	cs	ii	jj	nn1
12	whistling	a	happy	tune	vvg	at1	jj	nn1
15	whites	at	high	speed	nn2	ii	jj	nn1
13	who	are	high	school	pnqs	vbr	jj	nn1
17	wide	range	of	human	jj	nn1	io	jj
19	WILLIAM	WALL	HIGH	SCHOOL	np1	np1	jj	nn1
32	with	a	happy	ending	iw	at1	jj	nn1
34	with	a	healthy	dose	iw	at1	jj	nn1
16	with	a	hearty	laugh	iw	at1	jj	nn1
13	with	a	heavy	accent	iw	at1	jj	nn1
25	with	a	heavy	dose	iw	at1	jj	nn1
18	with	a	heavy	emphasis	iw	at1	jj	nn1
20	with	a	heavy	hand	iw	at1	jj	nn1
48	with	a	heavy	heart	iw	at1	jj	nn1
13	With	a	heavy	heart	iw	at1	jj	nn1
13	with	a	heavy	load	iw	at1	jj	nn1
15	with	a	heavy	pack	iw	at1	jj	nn1
19	with	a	heavy	sigh	iw	at1	jj	nn1
19	with	a	hefty	price	iw	at1	jj	nn1
51	with	a	hidden	camera	iw	at1	jj	nn1
16	with	a	high	ceiling	iw	at1	jj	nn1
24	with	a	high	concentration	iw	at1	jj	nn1
158	with	a	high	degree	iw	at1	jj	nn1
19	with	a	high	fever	iw	at1	jj	nn1
15	with	a	high	forehead	iw	at1	jj	nn1
12	with	a	high	incidence	iw	at1	jj	nn1
113	with	a	high	level	iw	at1	jj	nn1
26	with	a	high	percentage	iw	at1	jj	nn1
13	with	a	high	price	iw	at1	jj	nn1
16	with	a	high	proportion	iw	at1	jj	nn1
13	with	a	high	rate	iw	at1	jj	nn1
16	with	a	high	risk	iw	at1	jj	nn1
113	with	a	high	school	iw	at1	jj	nn1
15	with	a	high	score	iw	at1	jj	nn1
19	with	a	high-powered	rifle	iw	at1	jj	nn1
17	with	a	hot	iron	iw	at1	jj	nn1
20	with	a	hot	tub	iw	at1	jj	nn1
15	with	a	huge	amount	iw	at1	jj	nn1
13	with	a	huge	grin	iw	at1	jj	nn1
24	with	a	huge	smile	iw	at1	jj	nn1
23	with	a	human	being	iw	at1	jj	nn1
56	with	a	human	face	iw	at1	jj	nn1
12	with	a	hung	jury	iw	at1	jj	nn1
37	with	another	human	being	iw	dd1	jj	nn1
33	with	fulminant	hepatic	failure	iw	jj	jj	nn1
22	with	hard	work	and	iw	jj	nn1	cc
15	with	heavy	machine	guns	iw	jj	nn1	nn2
127	with	high	blood	pressure	iw	jj	nn1	nn1
25	with	high	ceilings	and	iw	jj	nn2	cc
23	with	high	cheekbones	and	iw	jj	nn2	cc
45	with	high	concentrations	of	iw	jj	nn2	io
13	with	high	hopes	of	iw	jj	nn2	io
231	with	high	levels	of	iw	jj	nn2	io
14	with	high	numbers	of	iw	jj	nn2	io
13	with	high	percentages	of	iw	jj	nn2	io
62	with	high	rates	of	iw	jj	nn2	io
36	with	high	school	students	iw	jj	nn1	nn2
18	with	high	scores	on	iw	jj	nn2	ii
18	with	his	high	school	iw	appge	jj	nn1
21	with	hot	cooked	rice	iw	jj	jj	nn1
12	with	hot	soapy	water	iw	jj	jj	nn1
41	with	hot	water	and	iw	jj	nn1	cc
21	with	hot	water	at	iw	jj	nn1	ii
18	with	huge	amounts	of	iw	jj	nn2	io
13	with	Human	Rights	Watch	iw	jj	nn2	vv0
13	with	in	high	school	iw	ii	jj	nn1
12	with	its	high	ceilings	iw	appge	jj	nn2
54	with	other	human	beings	iw	jj	jj	nn2
17	with	our	hidden	cameras	iw	appge	jj	nn2
15	with	the	harmonic	scalpel	iw	at	jj	nn1
21	with	the	high	cost	iw	at	jj	nn1
25	with	the	high	school	iw	at	jj	nn1
40	with	the	Holy	Spirit	iw	at	jj	nn1
13	with	the	hot	water	iw	at	jj	nn1
21	with	the	human	body	iw	at	jj	nn1
15	with	the	human	condition	iw	at	jj	nn1
17	with	the	human	immunodeficiency	iw	at	jj	nn1
14	with	the	human	race	iw	at	jj	nn1
13	within	the	human	body	ii	at	jj	nn1
34	without	a	high	school	iw	at1	jj	nn1
32	women	at	high	risk	nn2	ii	jj	nn1
14	Woodrow	Wilson	High	School	np1	np1	jj	nn1
14	world	of	high	finance	nn1	io	jj	nn1
17	year	as	head	coach	nnt1	csa	jj	nn1
237	year	in	high	school	nnt1	ii	jj	nn1
331	year	of	high	school	nnt1	io	jj	nn1
46	years	after	high	school	nnt2	ii	jj	nn1
21	years	as	head	coach	nnt2	csa	jj	nn1
29	years	in	high	school	nnt2	ii	jj	nn1
31	years	of	hard	labor	nnt2	io	jj	nn1
117	years	of	hard	work	nnt2	io	jj	nn1
146	years	of	high	school	nnt2	io	jj	nn1
16	years	of	human	history	nnt2	io	jj	nn1
15	York-based	Human	Rights	Watch	jj	jj	nn2	vv0
14	you	a	happy	birthday	ppy	at1	jj	nn1
74	you	a	hard	time	ppy	at1	jj	nnt1
33	you	have	high	blood	ppy	vh0	jj	nn1
15	you	in	high	school	ppy	ii	jj	nn1
24	your	hard	drive	and	appge	jj	nn1	cc
15	your	hard	drive	for	appge	jj	nn1	if
17	your	hard	work	and	appge	jj	nn1	cc
