7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
6	in	the	current	political	debate	ii	at	jj	jj	nn1
6	in	the	current	political	environment	ii	at	jj	jj	nn1
9	in	the	current	round	of	ii	at	jj	nn1	io
6	in	the	current	sample	were	ii	at	jj	nn1	vbdr
7	In	the	current	state	of	ii	at	jj	nn1	io
9	in	the	current	study	and	ii	at	jj	nn1	cc
7	in	the	current	study	are	ii	at	jj	nn1	vbr
6	in	the	current	study	for	ii	at	jj	nn1	if
6	in	the	current	study	had	ii	at	jj	nn1	vhd
5	in	the	current	study	included	ii	at	jj	nn1	vvd
16	in	the	current	study	is	ii	at	jj	nn1	vbz
10	in	the	current	study	may	ii	at	jj	nn1	vm
11	in	the	current	study	to	ii	at	jj	nn1	to
36	in	the	current	study	was	ii	at	jj	nn1	vbdz
7	In	the	current	study	we	ii	at	jj	nn1	ppis2
40	in	the	current	study	were	ii	at	jj	nn1	vbdr
11	in	the	current	wave	of	ii	at	jj	nn1	io
9	in	the	Czech	Republic	and	ii	at	jj	nn1	cc
5	in	the	Early	Classic	period	ii	at	jj	jj	nn1
14	in	the	early	colonial	period	ii	at	jj	jj	nn1
7	in	the	ECC	content	areas	ii	at	np1	jj	nn2
8	in	the	former	communist	countries	ii	at	da	jj	nn2
12	in	the	Late	Classic	period	ii	at	jj	jj	nn1
5	in	the	late	colonial	period	ii	at	jj	jj	nn1
6	in	the	National	League	Central	ii	at	jj	nn1	jj
37	in	the	NMFS	Cooperative	Shark	ii	at	np1	jj	nn1
5	in	the	north	central	part	ii	at	nd1	jj	nn1
12	in	the	post	cold	war	ii	at	nn1	jj	nn1
11	in	the	post	Cold	War	ii	at	nn1	jj	nn1
12	in	the	Roman	Catholic	Church	ii	at	jj	jj	nn1
9	in	the	Roman	Catholic	church	ii	at	jj	jj	nn1
5	In	the	Roman	Catholic	Church	ii	at	jj	jj	nn1
5	in	the	Senior	Common	Room	ii	at	jj	jj	nn1
7	in	the	Spanish	Civil	War	ii	at	jj	jj	nn1
6	in	their	current	positions	for	ii	appge	jj	nn2	if
5	in	very	close	proximity	to	ii	rg	jj	nn1	ii
5	in	warm	and	cold	weather	ii	jj	cc	jj	nn1
5	in	Washington	and	chief	correspondent	ii	np1	cc	jj	nn1
6	incidence	of	coronary	artery	disease	nn1	io	jj	nn1	nn1
9	incidence	of	coronary	heart	disease	nn1	io	jj	nn1	nn1
11	included	in	the	current	study	vvn	ii	at	jj	nn1
5	increase	in	coronary	blood	flow	nn1	ii	jj	nn1	nn1
7	increase	in	the	coming	years	vvi	ii	at	jj	nnt2
6	increased	ability	to	handle	complex	jj	nn1	to	vvi	jj
8	individuals	with	chronic	mental	illness	nn2	iw	jj	jj	nn1
8	individuals	with	chronic	spinal	cord	nn2	iw	jj	jj	nn1
13	Influenced	and	Corrupt	Organizations	Act	vvn	cc	jj	nn2	vv0
8	influx	of	college-age	students	is	nn1	io	jj	nn2	vbz
5	information	about	the	Canadian	health	nn1	ii	at	jj	nn1
13	inserted	toothpick	comes	out	clean	jj	nn1	vvz	rp	jj
29	Institute	for	Advanced	Conservative	Studies	nn1	if	jj	jj	nn2
5	Institutes	of	the	Christian	Religion	nn2	io	at	jj	nn1
5	integration	of	Central	High	School	nn1	io	jj	jj	nn1
6	intellectual	styles	and	critical	thinking	jj	nn2	cc	jj	nn1
5	interact	in	complex	ways	to	vv0	ii	jj	nn2	to
8	interest	in	the	current	study	nn1	ii	at	jj	nn1
10	internal	and	external	carotid	arteries	jj	cc	jj	jj	nn2
5	internal	carotid	artery	and	the	jj	jj	nn1	cc	at
5	International	Criminal	Court	in	The	jj	jj	nn1	ii	at
28	International	Criminal	Tribunal	for	Rwanda	jj	jj	nn1	if	np1
27	International	Criminal	Tribunal	for	the	jj	jj	nn1	if	at
12	into	a	more	comfortable	position	ii	at1	rgr	jj	nn1
6	into	close	contact	with	the	ii	jj	nn1	iw	at
5	into	the	central	part	of	ii	at	jj	nn1	io
9	into	the	cold	night	air	ii	at	jj	nnt1	nn1
5	into	the	cool	darkness	of	ii	at	jj	nn1	io
15	into	the	cool	night	air	ii	at	jj	nnt1	nn1
9	into	the	criminal	justice	system	ii	at	jj	nn1	nn1
5	invite	casual	conversation	near	century-old	vv0	jj	nn1	ii	jj
5	invite	casual	conversation	near	century-old	vv0	jj	nn1	ii	jj
8	involved	in	a	civil	war	jj	ii	at1	jj	nn1
16	involved	in	the	civil	rights	jj	ii	at	jj	nn2
5	involved	in	the	civil	war	jj	ii	at	jj	nn1
9	involved	in	the	creative	process	jj	ii	at	jj	nn1
12	involved	in	the	criminal	justice	jj	ii	at	jj	nn1
8	involved	with	the	criminal	justice	jj	iw	at	jj	nn1
9	involvement	with	the	criminal	justice	nn1	iw	at	jj	nn1
6	involves	a	certain	amount	of	vvz	at1	jj	nn1	io
5	irresistible	obelisk	of	cotija-laced	potatoes	jj	nn1	io	jj	nn2
6	is	a	board	certified	internist	vbz	at1	nn1	jj	nn1
5	is	a	card-carrying	member	of	vbz	at1	jj	nn1	io
9	is	a	causal	relationship	between	vbz	at1	jj	nn1	ii
7	is	a	cautionary	tale	for	vbz	at1	jj	nn1	if
8	is	a	central	aspect	of	vbz	at1	jj	nn1	io
10	is	a	central	component	of	vbz	at1	jj	nn1	io
5	is	a	central	concern	of	vbz	at1	jj	nn1	io
9	is	a	central	element	in	vbz	at1	jj	nn1	ii
10	is	a	central	feature	of	vbz	at1	jj	nn1	io
6	is	a	central	goal	of	vbz	at1	jj	nn1	io
8	is	a	central	issue	in	vbz	at1	jj	nn1	ii
27	is	a	central	part	of	vbz	at1	jj	nn1	io
5	is	a	central	theme	in	vbz	at1	jj	nn1	ii
87	is	a	certain	amount	of	vbz	at1	jj	nn1	io
10	is	a	certain	degree	of	vbz	at1	jj	nn1	io
5	is	a	certain	element	of	vbz	at1	jj	nn1	io
12	is	a	certain	irony	in	vbz	at1	jj	nn1	ii
16	is	a	certain	kind	of	vbz	at1	jj	nn1	io
6	is	a	certain	level	of	vbz	at1	jj	nn1	io
8	is	a	certain	sense	of	vbz	at1	jj	nn1	io
11	is	a	certified	fitness	trainer	vbz	at1	jj	nn1	nn1
7	is	a	certified	personal	trainer	vbz	at1	jj	jj	nn1
6	is	a	challenging	time	for	vbz	at1	jj	nnt1	if
5	is	a	characteristic	feature	of	vbz	at1	jj	nn1	io
5	is	a	cheap	way	to	vbz	at1	jj	nn1	to
12	is	a	Chicago-based	free-lance	writer	vbz	at1	jj	jj	nn1
5	is	a	chronic	shortage	of	vbz	at1	jj	nn1	io
5	is	a	civil	rights	activist	vbz	at1	jj	nn2	nn1
5	is	a	civil	rights	attorney	vbz	at1	jj	nn2	nn1
9	is	a	civil	rights	issue	vbz	at1	jj	nn2	vv0
5	is	a	civil	war	in	vbz	at1	jj	nn1	ii
70	is	a	classic	case	of	vbz	at1	jj	nn1	io
124	is	a	classic	example	of	vbz	at1	jj	nn1	io
5	is	a	classic	illustration	of	vbz	at1	jj	nn1	io
6	is	a	classic	story	of	vbz	at1	jj	nn1	io
6	is	a	classic	tale	of	vbz	at1	jj	nn1	io
13	is	a	clear	case	of	vbz	at1	jj	nn1	io
6	is	a	clear	correlation	between	vbz	at1	jj	nn1	ii
8	is	a	clear	difference	between	vbz	at1	jj	nn1	ii
11	is	a	clear	distinction	between	vbz	at1	jj	nn1	ii
25	is	a	clear	example	of	vbz	at1	jj	nn1	io
16	is	a	clear	indication	of	vbz	at1	jj	nn1	io
17	is	a	clear	indication	that	vbz	at1	jj	nn1	cst
6	is	a	clear	link	between	vbz	at1	jj	nn1	ii
19	is	a	clear	need	for	vbz	at1	jj	nn1	if
15	is	a	clear	need	to	vbz	at1	jj	nn1	to
5	is	a	clear	reference	to	vbz	at1	jj	nn1	ii
5	is	a	clear	relationship	between	vbz	at1	jj	nn1	ii
15	is	a	clear	sign	of	vbz	at1	jj	nn1	io
5	is	a	clear	sign	that	vbz	at1	jj	nn1	cst
23	is	a	clear	violation	of	vbz	at1	jj	nn1	io
10	is	a	clinical	assistant	professor	vbz	at1	jj	jj	nn1
10	is	a	clinical	professor	of	vbz	at1	jj	nn1	io
6	is	a	clinical	psychologist	and	vbz	at1	jj	nn1	cc
10	is	a	close	ally	of	vbz	at1	jj	nn1	io
9	is	a	close	connection	between	vbz	at1	jj	nn1	ii
5	is	a	close	cousin	of	vbz	at1	jj	nn1	io
11	is	a	close	friend	and	vbz	at1	jj	nn1	cc
28	is	a	close	friend	of	vbz	at1	jj	nn1	io
10	is	a	close	relationship	between	vbz	at1	jj	nn1	ii
9	is	a	close	relative	of	vbz	at1	jj	nn1	io
5	is	a	coequal	branch	of	vbz	at1	jj	nn1	io
7	is	a	collaborative	effort	of	vbz	at1	jj	nn1	io
15	is	a	common	cause	of	vbz	at1	jj	nn1	io
17	is	a	common	feature	of	vbz	at1	jj	nn1	io
5	is	a	common	ingredient	in	vbz	at1	jj	nn1	ii
9	is	a	common	misconception	that	vbz	at1	jj	nn1	cst
8	is	a	common	occurrence	in	vbz	at1	jj	nn1	ii
6	is	a	common	practice	among	vbz	at1	jj	nn1	ii
5	is	a	common	practice	for	vbz	at1	jj	nn1	if
15	is	a	common	practice	in	vbz	at1	jj	nn1	ii
6	is	a	common	problem	among	vbz	at1	jj	nn1	ii
8	is	a	common	problem	for	vbz	at1	jj	nn1	if
13	is	a	common	problem	in	vbz	at1	jj	nn1	ii
6	is	a	common	problem	that	vbz	at1	jj	nn1	cst
7	is	a	common	side	effect	vbz	at1	jj	nn1	nn1
7	is	a	common	sight	in	vbz	at1	jj	nn1	ii
7	is	a	common	source	of	vbz	at1	jj	nn1	io
9	is	a	common	theme	in	vbz	at1	jj	nn1	ii
6	is	a	common	type	of	vbz	at1	jj	nn1	io
5	is	a	common	way	to	vbz	at1	jj	nn1	to
5	is	a	compelling	government	interest	vbz	at1	jj	nn1	nn1
6	is	a	compelling	need	to	vbz	at1	jj	nn1	to
5	is	a	compelling	state	interest	vbz	at1	jj	nn1	nn1
5	is	a	complete	lack	of	vbz	at1	jj	nn1	io
5	is	a	complete	list	of	vbz	at1	jj	nn1	io
6	is	a	complete	waste	of	vbz	at1	jj	nn1	io
5	is	a	complex	interplay	of	vbz	at1	jj	nn1	io
6	is	a	complex	issue	that	vbz	at1	jj	nn1	cst
5	is	a	complex	phenomenon	that	vbz	at1	jj	nn1	cst
6	is	a	complex	process	involving	vbz	at1	jj	nn1	vvg
14	is	a	complex	process	that	vbz	at1	jj	nn1	cst
5	is	a	complex	set	of	vbz	at1	jj	nn1	io
6	is	a	complex	web	of	vbz	at1	jj	nn1	io
5	is	a	comprehensive	approach	to	vbz	at1	jj	nn1	ii
9	is	a	concerted	effort	to	vbz	at1	jj	nn1	to
6	is	a	condensed	version	of	vbz	at1	jj	nn1	io
17	is	a	considerable	amount	of	vbz	at1	jj	nn1	io
6	is	a	considerable	body	of	vbz	at1	jj	nn1	io
5	is	a	constant	process	of	vbz	at1	jj	nn1	io
19	is	a	constant	reminder	of	vbz	at1	jj	nn1	io
7	is	a	constant	reminder	that	vbz	at1	jj	nn1	cst
28	is	a	constant	source	of	vbz	at1	jj	nn1	io
5	is	a	constant	stream	of	vbz	at1	jj	nn1	io
5	is	a	consulting	editor	for	vbz	at1	jj	nn1	if
6	is	a	contributing	art	columnist	vbz	at1	jj	nn1	nn1
23	is	a	contributing	editor	and	vbz	at1	jj	nn1	cc
56	is	a	contributing	editor	at	vbz	at1	jj	nn1	ii
60	is	a	contributing	editor	for	vbz	at1	jj	nn1	if
103	is	a	contributing	editor	of	vbz	at1	jj	nn1	io
74	is	a	contributing	editor	to	vbz	at1	jj	nn1	ii
6	is	a	contributing	factor	in	vbz	at1	jj	nn1	ii
7	is	a	contributing	factor	to	vbz	at1	jj	nn1	ii
23	is	a	contributing	writer	for	vbz	at1	jj	nn1	if
19	is	a	contributing	writer	to	vbz	at1	jj	nn1	ii
5	is	a	convenient	way	to	vbz	at1	jj	nn1	to
5	is	a	convicted	sex	offender	vbz	at1	jj	nn1	nn1
7	is	a	corresponding	increase	in	vbz	at1	jj	nn1	ii
5	is	a	crazy	quilt	of	vbz	at1	jj	nn1	io
6	is	a	creative	way	to	vbz	at1	jj	nn1	to
10	is	a	criminal	defense	attorney	vbz	at1	jj	nn1	nn1
5	is	a	critical	area	for	vbz	at1	jj	nn1	if
8	is	a	critical	aspect	of	vbz	at1	jj	nn1	io
7	is	a	critical	component	in	vbz	at1	jj	nn1	ii
31	is	a	critical	component	of	vbz	at1	jj	nn1	io
11	is	a	critical	element	in	vbz	at1	jj	nn1	ii
8	is	a	critical	element	of	vbz	at1	jj	nn1	io
6	is	a	critical	factor	for	vbz	at1	jj	nn1	if
22	is	a	critical	factor	in	vbz	at1	jj	nn1	ii
15	is	a	critical	issue	for	vbz	at1	jj	nn1	if
7	is	a	critical	issue	in	vbz	at1	jj	nn1	ii
6	is	a	critical	mass	of	vbz	at1	jj	nn1	io
5	is	a	critical	moment	in	vbz	at1	jj	nn1	ii
9	is	a	critical	need	for	vbz	at1	jj	nn1	if
10	is	a	critical	need	to	vbz	at1	jj	nn1	to
56	is	a	critical	part	of	vbz	at1	jj	nn1	io
5	is	a	critical	period	for	vbz	at1	jj	nn1	if
6	is	a	critical	piece	of	vbz	at1	jj	nn1	io
5	is	a	critical	shortage	of	vbz	at1	jj	nn1	io
8	is	a	critical	step	in	vbz	at1	jj	nn1	ii
13	is	a	critical	time	for	vbz	at1	jj	nnt1	if
13	is	a	crucial	aspect	of	vbz	at1	jj	nn1	io
16	is	a	crucial	component	of	vbz	at1	jj	nn1	io
7	is	a	crucial	difference	between	vbz	at1	jj	nn1	ii
12	is	a	crucial	element	in	vbz	at1	jj	nn1	ii
5	is	a	crucial	element	of	vbz	at1	jj	nn1	io
17	is	a	crucial	factor	in	vbz	at1	jj	nn1	ii
44	is	a	crucial	part	of	vbz	at1	jj	nn1	io
5	is	a	crucial	step	in	vbz	at1	jj	nn1	ii
6	is	a	crucial	time	for	vbz	at1	jj	nnt1	if
15	is	a	more	complete	version	vbz	at1	rgr	jj	nn1
5	is	a	National	Board	Certified	vbz	at1	jj	nn1	jj
6	is	a	Roman	Catholic	priest	vbz	at1	jj	jj	nn1
6	is	a	very	close	friend	vbz	at1	rg	jj	nn1
9	is	a	very	common	problem	vbz	at1	rg	jj	nn1
5	is	a	very	common	thing	vbz	at1	rg	jj	nn1
17	is	a	very	complex	issue	vbz	at1	rg	jj	nn1
7	is	a	very	complex	process	vbz	at1	rg	jj	nn1
8	is	a	very	complicated	issue	vbz	at1	rg	jj	nn1
6	is	a	very	complicated	question	vbz	at1	rg	jj	nn1
7	is	a	very	controversial	issue	vbz	at1	rg	jj	nn1
5	is	also	a	clinical	psychologist	vbz	rr	at1	jj	nn1
6	is	also	a	close	friend	vbz	rr	at1	jj	nn1
8	is	also	a	contributing	editor	vbz	rr	at1	jj	nn1
5	is	an	assistant	clinical	professor	vbz	at1	jj	jj	nn1
7	is	at	a	critical	juncture	vbz	ii	at1	jj	nn1
25	is	chairman	and	chief	executive	vbz	nn1	cc	jj	nn1
5	is	chief	economist	for	the	vbz	jj	nn1	if	at
5	is	chief	executive	of	the	vbz	jj	nn1	io	at
15	is	chief	executive	officer	of	vbz	jj	nn1	nn1	io
39	is	clear	and	comprehensible	Text	vbz	jj	cc	jj	nn1
39	is	clear	and	comprehensible	Text	vbz	jj	cc	jj	nn1
7	is	clear	and	convincing	evidence	vbz	jj	cc	jj	nn1
7	is	clear	and	convincing	evidence	vbz	jj	cc	jj	nn1
6	is	clear	evidence	that	the	vbz	jj	nn1	cst	at
10	is	common	knowledge	that	the	vbz	jj	nn1	cst	at
5	is	conducting	a	criminal	investigation	vbz	vvg	at1	jj	nn1
5	is	considerable	debate	as	to	vbz	jj	nn1	ii21	ii22
8	is	considerable	evidence	that	the	vbz	jj	nn1	cst	at
5	is	considerable	evidence	to	suggest	vbz	jj	nn1	to	vvi
7	is	considerable	variation	in	the	vbz	jj	nn1	ii	at
5	is	consistent	with	other	findings	vbz	jj	iw	jj	nn2
17	is	consistent	with	other	research	vbz	jj	iw	jj	nn1
10	is	consistent	with	other	studies	vbz	jj	iw	jj	nn2
7	is	consistent	with	past	research	vbz	jj	iw	jj	nn1
14	is	consistent	with	previous	findings	vbz	jj	iw	jj	nn2
62	is	consistent	with	previous	research	vbz	jj	iw	jj	nn1
15	is	consistent	with	previous	studies	vbz	jj	iw	jj	nn2
10	is	consistent	with	prior	research	vbz	jj	iw	jj	nn1
7	is	continuing	coverage	of	THE	vbz	jj	nn1	io	at
20	is	cruel	and	unusual	punishment	vbz	jj	cc	jj	nn1
5	is	currently	in	clinical	trials	vbz	rr	ii	jj	nn2
9	is	in	a	civil	war	vbz	ii	at1	jj	nn1
16	is	in	a	constant	state	vbz	ii	at1	jj	nn1
6	is	in	close	proximity	to	vbz	ii	jj	nn1	ii
5	is	in	critical	condition	this	vbz	ii	jj	nn1	dd1
5	is	in	the	current	issue	vbz	ii	at	jj	nn1
8	is	keeping	a	close	eye	vbz	vvg	at1	jj	nn1
8	is	keeping	a	close	watch	vbz	vvg	at1	jj	nn1
5	is	keeping	close	tabs	on	vbz	vvg	jj	nn2	ii
5	is	made	of	cast	glass	vbz	vvn	io	jj	nn1
5	is	making	a	concerted	effort	vbz	vvg	at1	jj	nn1
7	is	no	clear	definition	of	vbz	at	jj	nn1	io
12	is	no	clear	distinction	between	vbz	at	jj	nn1	ii
20	is	no	clear	evidence	that	vbz	at	jj	nn1	cst
6	is	no	compelling	evidence	that	vbz	at	jj	nn1	cst
13	is	no	compelling	reason	to	vbz	at	jj	nn1	to
20	is	no	conclusive	evidence	that	vbz	at	jj	nn1	cst
6	is	no	constitutional	right	to	vbz	at	jj	nn1	ii
5	is	no	constitutional	right	to	vbz	at	jj	nn1	to
8	is	no	convincing	evidence	that	vbz	at	jj	nn1	cst
6	is	not	a	criminal	offense	vbz	xx	at1	jj	nn1
7	is	not	the	correct	answer	vbz	xx	at	jj	nn1
7	is	now	the	central	front	vbz	rt	at	jj	nn1
5	is	of	central	importance	in	vbz	io	jj	nn1	ii
7	is	of	central	importance	to	vbz	io	jj	nn1	ii
5	is	of	considerable	importance	to	vbz	io	jj	nn1	ii
5	is	of	critical	importance	and	vbz	io	jj	nn1	cc
6	is	of	critical	importance	that	vbz	io	jj	nn1	cst
14	is	of	critical	importance	to	vbz	io	jj	nn1	ii
12	is	paying	close	attention	to	vbz	vvg	jj	nn1	ii
19	is	president	and	chief	executive	vbz	nn1	cc	jj	nn1
9	is	president	and	chief	operating	vbz	nn1	cc	jj	nn1
6	is	sending	a	clear	message	vbz	vvg	at1	jj	nn1
6	is	still	in	critical	condition	vbz	rr	ii	jj	nn1
6	Is	that	a	correct	assessment	vbz	dd1	at1	jj	nn1
5	Is	that	a	correct	statement	vbz	dd1	at1	jj	nn1
6	is	that	the	current	system	vbz	cst	at	jj	nn1
5	is	the	almost	complete	absence	vbz	at	rr	jj	nn1
5	is	the	central	figure	in	vbz	at	jj	nn1	ii
12	is	the	central	focus	of	vbz	at	jj	nn1	io
5	is	the	central	front	in	vbz	at	jj	nn1	ii
8	is	the	central	part	of	vbz	at	jj	nn1	io
10	is	the	central	theme	of	vbz	at	jj	nn1	io
11	is	the	changing	nature	of	vbz	at	jj	nn1	io
12	is	the	chief	executive	of	vbz	at	jj	nn1	io
23	is	the	chief	executive	officer	vbz	at	jj	nn1	nn1
9	is	the	chief	law	enforcement	vbz	at	jj	nn1	nn1
5	is	the	chief	medical	officer	vbz	at	jj	jj	nn1
8	is	the	chief	operating	officer	vbz	at	jj	nn1	nn1
5	is	the	civil	rights	movement	vbz	at	jj	nn2	nn1
10	is	the	classic	example	of	vbz	at	jj	nn1	io
8	is	the	common	denominator	of	vbz	at	jj	nn1	io
6	is	the	complete	opposite	of	vbz	at	jj	nn1	io
5	is	the	congressional	correspondent	for	vbz	at	jj	nn1	if
6	is	the	conservative	senator	from	vbz	at	jj	nn1	ii
8	is	the	correct	way	to	vbz	at	jj	nn1	to
5	is	the	criminal	justice	system	vbz	at	jj	nn1	nn1
5	is	the	cumulative	effect	of	vbz	at	jj	nn1	io
5	is	the	current	chairman	of	vbz	at	jj	nn1	io
9	is	the	current	president	of	vbz	at	jj	nn1	io
8	is	the	current	state	of	vbz	at	jj	nn1	io
5	is	the	current	status	of	vbz	at	jj	nn1	io
5	is	the	former	chief	economist	vbz	at	da	jj	nn1
17	is	the	most	common	cancer	vbz	at	rgt	jj	nn1
33	is	the	most	common	cause	vbz	at	rgt	jj	nn1
5	is	the	most	common	complaint	vbz	at	rgt	jj	nn1
21	is	the	most	common	form	vbz	at	rgt	jj	nn1
7	is	the	most	common	mistake	vbz	at	rgt	jj	nn1
9	is	the	most	common	problem	vbz	at	rgt	jj	nn1
17	is	the	most	common	reason	vbz	at	rgt	jj	nn1
5	is	the	most	common	side	vbz	at	rgt	jj	nn1
11	is	the	most	common	site	vbz	at	rgt	jj	nn1
5	is	the	most	common	symptom	vbz	at	rgt	jj	nn1
26	is	the	most	common	type	vbz	at	rgt	jj	nn1
5	is	the	most	common	way	vbz	at	rgt	jj	nn1
6	is	the	most	critical	time	vbz	at	rgt	jj	nnt1
7	is	the	second	consecutive	year	vbz	at	md	jj	nnt1
9	is	to	a	certain	extent	vbz	ii	at1	jj	nn1
10	is	to	a	considerable	extent	vbz	ii	at1	jj	nn1
6	is	to	pay	close	attention	vbz	to	vvi	jj	nn1
7	Islamic	and	Christian	Holy	Sites	jj	cc	jj	jj	nn2
5	issues	of	common	interest	to	nn2	io	jj	nn1	ii
5	it	a	criminal	offense	to	pph1	at1	jj	nn1	to
5	it	as	a	civil	rights	pph1	ii	at1	jj	nn2
5	it	at	a	certain	point	pph1	ii	at1	jj	nn1
6	it	comes	to	common	ground	pph1	vvz	ii	jj	nn1
17	it	in	a	certain	way	pph1	ii	at1	jj	nn1
5	it	in	a	constructive	way	pph1	ii	at1	jj	nn1
6	it	is	a	civil	war	pph1	vbz	at1	jj	nn1
6	It	is	a	civil	war	pph1	vbz	at1	jj	nn1
5	It	is	a	cold	winter	pph1	vbz	at1	jj	nnt1
9	It	is	a	common	practice	pph1	vbz	at1	jj	nn1
5	it	is	a	common	practice	pph1	vbz	at1	jj	nn1
5	It	is	a	constant	reminder	pph1	vbz	at1	jj	nn1
5	it	is	a	criminal	investigation	pph1	vbz	at1	jj	nn1
5	it	is	a	criminal	offense	pph1	vbz	at1	jj	nn1
7	It	is	a	cultural	war	pph1	vbz	at1	jj	nn1
5	It	is	a	curious	fact	pph1	vbz	at1	jj	nn1
27	It	is	common	knowledge	that	pph1	vbz	jj	nn1	cst
13	it	is	common	knowledge	that	pph1	vbz	jj	nn1	cst
6	It	is	common	practice	for	pph1	vbz	jj	nn1	if
6	it	is	common	practice	in	pph1	vbz	jj	nn1	ii
8	it	is	common	practice	to	pph1	vbz	jj	nn1	to
8	it	is	of	critical	importance	pph1	vbz	io	jj	nn1
6	it	makes	a	certain	amount	pph1	vvz	at1	jj	nn1
9	it	on	a	case-by-case	basis	pph1	ii	at1	jj	nn1
13	it	takes	a	certain	amount	pph1	vvz	at1	jj	nn1
6	It	takes	a	certain	amount	pph1	vvz	at1	jj	nn1
9	It	takes	a	certain	kind	pph1	vvz	at1	jj	nn1
7	it	to	a	certain	extent	pph1	ii	at1	jj	nn1
6	It	was	a	cheap	shot	pph1	vbdz	at1	jj	nn1
8	It	was	a	classic	case	pph1	vbdz	at1	jj	nn1
5	it	was	a	clear	case	pph1	vbdz	at1	jj	nn1
15	It	was	a	clear	day	pph1	vbdz	at1	jj	nnt1
15	It	was	a	clear	night	pph1	vbdz	at1	jj	nnt1
6	it	was	a	clerical	error	pph1	vbdz	at1	jj	nn1
11	It	was	a	close	call	pph1	vbdz	at1	jj	nn1
10	it	was	a	close	call	pph1	vbdz	at1	jj	nn1
5	It	was	a	close	race	pph1	vbdz	at1	jj	nn1
6	it	was	a	close	vote	pph1	vbdz	at1	jj	nn1
9	It	was	a	cloudy	day	pph1	vbdz	at1	jj	nnt1
6	It	was	a	cold	day	pph1	vbdz	at1	jj	nnt1
9	It	was	a	cold	night	pph1	vbdz	at1	jj	nnt1
5	It	was	a	cold	winter	pph1	vbdz	at1	jj	nnt1
5	It	was	a	complete	shock	pph1	vbdz	at1	jj	nn1
8	It	was	a	complete	surprise	pph1	vbdz	at1	jj	nn1
11	it	was	a	conscious	decision	pph1	vbdz	at1	jj	nn1
5	it	was	a	constant	struggle	pph1	vbdz	at1	jj	nn1
9	it	was	a	criminal	act	pph1	vbdz	at1	jj	nn1
5	it	was	common	knowledge	in	pph1	vbdz	jj	nn1	ii
14	It	was	common	knowledge	that	pph1	vbdz	jj	nn1	cst
10	it	was	common	knowledge	that	pph1	vbdz	jj	nn1	cst
11	it	was	common	practice	for	pph1	vbdz	jj	nn1	if
7	its	central	role	in	the	appge	jj	nn1	ii	at
9	its	chairman	and	chief	executive	appge	nn1	cc	jj	nn1
8	its	charitable	work	are	eligible	appge	jj	nn1	vbr	jj
8	its	close	proximity	to	the	appge	jj	nn1	ii	at
5	its	close	ties	with	the	appge	jj	nn2	iw	at
7	its	president	and	chief	executive	appge	nn1	cc	jj	nn1
5	James	Yood	teaches	contemporary	art	np1	np1	vvz	jj	nn1
15	Jay	College	of	Criminal	Justice	np1	nn1	io	jj	nn1
19	jeopardize	the	continued	existence	of	vvi	at	jj	nn1	io
6	JLM	Commercial	Advisors	represented	the	np1	jj	nn2	vvd	at
6	jobs	to	cheap	foreign	labor	nn2	ii	jj	jj	nn1
7	jobs	to	cheap	overseas	labor	nn2	ii	jj	jj	nn1
16	join	U.S.	CATHOLIC	readers	as	vv0	np1	jj	nn2	csa
7	Journal	of	Clinical	Child	and	nn1	io	jj	nn1	cc
5	judge	and	a	civil	rights	nn1	cc	at1	jj	nn2
6	judged	the	Catholic	target	more	vvd	at	jj	nn1	rgr
6	just	a	certain	kind	of	rr	at1	jj	nn1	io
14	Kandra	is	a	contributing	editor	np1	vbz	at1	jj	nn1
5	keep	a	careful	eye	on	vvi	at1	jj	nn1	ii
60	keep	a	close	eye	on	vvi	at1	jj	nn1	ii
35	keep	a	close	eye	on	vv0	at1	jj	nn1	ii
12	Keep	a	close	eye	on	vv0	at1	jj	nn1	ii
22	keep	a	close	watch	on	vvi	at1	jj	nn1	ii
9	keep	a	close	watch	on	vv0	at1	jj	nn1	ii
10	keep	a	very	close	eye	vvi	at1	rg	jj	nn1
5	keep	in	close	touch	with	vv0	ii	jj	nn1	iw
7	keeping	a	careful	eye	on	vvg	at1	jj	nn1	ii
80	keeping	a	close	eye	on	vvg	at1	jj	nn1	ii
27	keeping	a	close	watch	on	vvg	at1	jj	nn1	ii
15	keeping	a	very	close	eye	vvg	at1	rg	jj	nn1
5	keeping	a	very	close	watch	vvg	at1	rg	jj	nn1
10	keeping	close	tabs	on	the	vvg	jj	nn2	ii	at
8	keeping	in	close	touch	with	vvg	ii	jj	nn1	iw
24	keeps	a	close	eye	on	vvz	at1	jj	nn1	ii
5	keeps	close	tabs	on	the	vvz	jj	nn2	ii	at
6	Kemp	is	a	contributing	art	np1	vbz	at1	jj	nn1
21	kept	a	close	eye	on	vvd	at1	jj	nn1	ii
5	kept	a	close	eye	on	vvn	at1	jj	nn1	ii
11	kept	a	close	watch	on	vvd	at1	jj	nn1	ii
9	kept	a	close	watch	on	vvn	at1	jj	nn1	ii
5	kept	in	close	touch	with	vvn	ii	jj	nn1	iw
5	killed	in	the	civil	war	vvn	ii	at	jj	nn1
7	kind	of	a	cool	thing	rr21	rr22	at1	jj	nn1
25	Know	Why	the	Caged	Bird	vv0	rrq	at	jj	nn1
