15	a	baby	grand	piano	at1	nn1	jj	nn1
15	huge	cloud	of	dust	jj	nn1	io	nn1
14	huge	difference	between	the	jj	nn1	ii	at
29	huge	difference	in	the	jj	nn1	ii	at
16	huge	effect	on	the	jj	nn1	ii	at
15	huge	expansion	of	the	jj	nn1	io	at
20	huge	fan	of	the	jj	nn1	io	at
18	huge	gap	between	the	jj	nn1	ii	at
34	huge	hole	in	the	jj	nn1	ii	at
53	huge	impact	on	the	jj	nn1	ii	at
33	huge	increase	in	the	jj	nn1	ii	at
44	huge	number	of	people	jj	nn1	io	nn
38	huge	numbers	of	people	jj	nn2	io	nn
12	huge	part	of	his	jj	nn1	io	appge
22	huge	part	of	my	jj	nn1	io	appge
14	huge	part	of	our	jj	nn1	io	appge
51	huge	part	of	the	jj	nn1	io	at
19	huge	portion	of	the	jj	nn1	io	at
12	huge	portions	of	the	jj	nn2	io	at
22	huge	role	in	the	jj	nn1	ii	at
29	huge	sigh	of	relief	jj	nn1	io	nn1
18	huge	smile	on	his	jj	nn1	ii	appge
13	huge	sum	of	money	jj	nn1	io	nn1
73	huge	sums	of	money	jj	nn2	io	nn1
12	human	activity	in	the	jj	nn1	ii	at
22	human	and	civil	rights	nn1	cc	jj	nn2
22	human	and	financial	resources	nn1	cc	jj	nn2
13	human	behavior	and	the	jj	nn1	cc	at
28	human	being	and	a	jj	nn1	cc	at1
17	human	being	and	not	jj	nn1	cc	xx
14	human	being	and	the	jj	nn1	cc	at
17	human	being	as	a	jj	nn1	ii	at1
26	human	being	can	be	jj	nn1	vm	vbi
14	human	being	has	a	jj	nn1	vhz	at1
13	human	being	in	a	jj	nn1	ii	at1
33	human	being	in	the	jj	nn1	ii	at
29	human	being	is	a	jj	nn1	vbz	at1
12	human	being	is	not	jj	nn1	vbz	xx
13	human	being	is	the	jj	nn1	vbz	at
13	human	being	is	to	jj	nn1	vbz	to
25	human	being	on	the	jj	nn1	ii	at
25	human	being	should	be	jj	nn1	vm	vbi
12	human	being	to	be	jj	nn1	to	vbi
23	human	being	who	has	jj	nn1	pnqs	vhz
16	human	being	who	is	jj	nn1	pnqs	vbz
12	human	being	with	a	jj	nn1	iw	at1
13	human	beings	and	machines	jj	nn2	cc	nn2
12	human	beings	and	not	jj	nn2	cc	xx
62	human	beings	and	the	jj	nn2	cc	at
31	human	beings	and	their	jj	nn2	cc	appge
12	human	beings	and	they	jj	nn2	cc	pphs2
15	human	beings	are	born	jj	nn2	vbr	vvn
17	human	beings	are	capable	jj	nn2	vbr	jj
29	human	beings	are	not	jj	nn2	vbr	xx
13	human	beings	are	the	jj	nn2	vbr	at
18	human	beings	can	be	jj	nn2	vm	vbi
26	human	beings	can	not	jj	nn2	vm	xx
12	human	beings	do	not	jj	nn2	vd0	xx
13	human	beings	from	the	jj	nn2	ii	at
26	human	beings	have	a	jj	nn2	vh0	at1
16	human	beings	have	been	jj	nn2	vh0	vbn
52	human	beings	in	the	jj	nn2	ii	at
20	human	beings	on	the	jj	nn2	ii	at
18	human	beings	to	be	jj	nn2	to	vbi
18	human	beings	to	the	jj	nn2	ii	at
28	human	beings	who	are	jj	nn2	pnqs	vbr
14	human	beings	who	have	jj	nn2	pnqs	vh0
19	human	body	and	the	jj	nn1	cc	at
13	human	body	as	a	jj	nn1	ii	at1
15	human	body	is	a	jj	nn1	vbz	at1
13	human	cost	of	the	jj	nn1	io	at
16	human	development	and	family	jj	nn1	cc	nn1
14	human	dignity	and	the	jj	nn1	cc	at
12	human	dimension	of	the	jj	nn1	io	at
50	human	embryonic	stem	cell	jj	jj	nn1	nn1
83	human	embryonic	stem	cells	jj	jj	nn1	nn2
36	human	face	on	the	jj	nn1	ii	at
15	Human	Genome	Project	and	jj	nn1	nn1	cc
15	Human	Genome	Research	Institute	jj	nn1	nn1	nn1
18	human	growth	and	development	jj	nn1	cc	nn1
21	human	growth	hormone	and	jj	nn1	nn1	cc
13	human	health	and	environmental	jj	nn1	cc	jj
104	human	health	and	the	jj	nn1	cc	at
24	human	health	or	the	jj	nn1	cc	at
18	human	impact	on	the	jj	nn1	ii	at
17	human	life	and	the	jj	nn1	cc	at
12	human	life	as	a	jj	nn1	ii	at1
24	human	life	in	the	jj	nn1	ii	at
36	human	nature	and	the	jj	nn1	cc	at
13	human	nature	as	a	jj	nn1	ii	at1
18	human	nature	to	be	jj	nn1	to	vbi
13	Human	Participant	Protection	This	jj	nn1	nn1	dd1
13	human	person	and	the	jj	nn1	cc	at
19	human	point	of	view	jj	nn1	io	nn1
14	human	presence	in	the	jj	nn1	ii	at
18	human	resources	for	the	jj	nn2	if	at
50	human	rights	abuses	and	jj	nn2	nn2	cc
32	human	rights	abuses	by	jj	nn2	vvz	ii
14	human	rights	abuses	committed	jj	nn2	nn2	vvn
78	human	rights	abuses	in	jj	nn2	vvz	ii
17	human	rights	abuses	of	jj	nn2	nn2	io
16	human	rights	abuses	that	jj	nn2	vvz	cst
15	human	rights	activist	and	jj	nn2	nn1	cc
12	human	rights	activist	who	jj	nn2	nn1	pnqs
23	human	rights	activists	and	jj	nn2	nn2	cc
13	human	rights	advocates	and	jj	nn2	nn2	cc
14	human	rights	and	a	jj	nn2	cc	at1
12	human	rights	and	civil	jj	nn2	cc	jj
61	human	rights	and	democracy	jj	nn2	cc	nn1
12	Human	Rights	and	Democratic	jj	nn2	cc	jj
13	human	rights	and	economic	jj	nn2	cc	jj
12	human	rights	and	freedom	jj	nn2	cc	nn1
22	human	rights	and	freedoms	jj	nn2	cc	nn2
46	human	rights	and	fundamental	jj	nn2	cc	jj
18	human	rights	and	human	jj	nn2	cc	jj
17	human	rights	and	humanitarian	jj	nn2	cc	jj
12	human	rights	and	international	jj	nn2	cc	jj
12	human	rights	and	other	jj	nn2	cc	jj
12	human	rights	and	political	jj	nn2	cc	jj
82	human	rights	and	the	jj	nn2	cc	at
22	Human	Rights	and	the	jj	nn2	cc	at
13	human	rights	and	trade	jj	nn2	cc	nn1
12	human	rights	around	the	jj	nn2	ii	at
20	human	rights	as	a	jj	nn2	ii	at1
18	Human	Rights	Campaign	Fund	jj	nn2	vv0	nn1
45	human	rights	groups	and	jj	nn2	nn2	cc
20	human	rights	groups	have	jj	nn2	nn2	vh0
12	Human	rights	groups	have	jj	nn2	nn2	vh0
14	human	rights	groups	in	jj	nn2	nn2	ii
29	human	rights	groups	say	jj	nn2	nn2	vv0
17	Human	rights	groups	say	jj	nn2	nn2	vv0
14	human	rights	groups	that	jj	nn2	nn2	cst
18	human	rights	have	been	jj	nn2	vh0	vbn
31	human	rights	in	China	jj	nn2	ii	np1
12	human	rights	in	general	jj	nn2	rr21	rr22
85	human	rights	in	the	jj	nn2	ii	at
15	human	rights	is	a	jj	nn2	vbz	at1
14	human	rights	of	all	jj	nn2	io	db
37	human	rights	of	the	jj	nn2	io	at
18	human	rights	organizations	and	jj	nn2	nn2	cc
13	human	rights	organizations	have	jj	nn2	nn2	vh0
27	human	rights	record	and	jj	nn2	nn1	cc
12	human	rights	record	in	jj	nn2	vv0	ii
22	human	rights	situation	in	jj	nn2	nn1	ii
44	human	rights	violations	and	jj	nn2	nn2	cc
12	human	rights	violations	are	jj	nn2	nn2	vbr
18	human	rights	violations	by	jj	nn2	nn2	ii
21	human	rights	violations	committed	jj	nn2	nn2	vvn
64	human	rights	violations	in	jj	nn2	nn2	ii
14	human	rights	violations	of	jj	nn2	nn2	io
13	human	rights	violations	that	jj	nn2	nn2	cst
24	Human	Rights	Watch	and	jj	nn2	vv0	cc
12	Human	Rights	Watch	Asia	jj	nn2	vv0	np1
19	Human	Rights	Watch	has	jj	nn2	nn1	vhz
19	Human	Rights	Watch	in	jj	nn2	vv0	ii
25	Human	Rights	Watch	report	jj	nn2	vv0	nn1
19	Human	Rights	Watch	says	jj	nn2	nn1	vvz
12	human	rights	will	be	jj	nn2	vm	vbi
12	human	sacrifice	and	cannibalism	jj	nn1	cc	nn1
26	Human	Services	and	the	jj	nn2	cc	at
20	Human	Services	Secretary	Kathleen	jj	nn2	np1	np1
21	Human	Services	Secretary	Tommy	jj	nn2	np1	np1
23	human	side	of	the	jj	nn1	io	at
117	Humane	Society	of	the	jj	nn1	io	at
15	humanitarian	aid	to	the	jj	nn1	ii	at
15	humanitarian	assistance	to	the	jj	nn1	ii	at
12	humanitarian	crisis	in	the	jj	nn1	ii	at
82	humanities	and	social	sciences	nn2	cc	jj	nn2
27	humans	and	other	animals	nn2	cc	jj	nn2
14	humans	and	other	species	nn2	cc	jj	nn
15	Humpty	Dumpty	back	together	jj	nn1	rp	rl
12	hundred	square	feet	of	m	jj	nn2	io
17	hundred	square	miles	of	m	jj	nnu2	io
46	hundreds	of	square	miles	m	io	jj	nnu2
19	Hunters	Point	Naval	Shipyard	nn2	nn1	jj	nn1
15	hurricanes	and	tropical	storms	nn2	cc	jj	nn2
12	Hygiene	and	Public	Health	nn1	cc	jj	nn1
23	hypothetical	absence	of	diabetes	jj	nn1	io	nn1
23	hypothetical	victory	margin	is	jj	nn1	nn1	vbz
12	I	am	Christy	Turlington	ppis1	vbm	jj	nn1
13	I	ask	unanimous	consent	ppis1	vv0	jj	nn1
15	I	cant	think	of	ppis1	jj	nn1	io
13	I	cant	think	of	mc1	jj	nn1	io
19	I	finished	high	school	ppis1	vvd	jj	nn1
25	I	graduated	high	school	ppis1	vvd	jj	nn1
22	I	had	other	things	ppis1	vhd	jj	nn2
13	I	have	bad	dreams	ppis1	vh0	jj	nn2
22	I	have	bad	news	ppis1	vh0	jj	nn1
24	I	have	enormous	respect	ppis1	vh0	jj	nn1
18	I	have	fond	memories	ppis1	vh0	jj	nn2
19	I	have	full	confidence	ppis1	vh0	jj	nn1
26	I	have	good	news	ppis1	vh0	jj	nn1
12	I	have	good	reason	ppis1	vh0	jj	nn1
16	I	have	great	admiration	ppis1	vh0	jj	nn1
24	I	have	great	confidence	ppis1	vh0	jj	nn1
17	I	have	great	faith	ppis1	vh0	jj	nn1
127	I	have	great	respect	ppis1	vh0	jj	nn1
13	I	have	high	hopes	ppis1	vh0	jj	nn2
36	I	have	other	things	ppis1	vh0	jj	nn2
21	I	have	serious	doubts	ppis1	vh0	jj	nn2
14	I	have	total	confidence	ppis1	vh0	jj	nn1
26	I	have	tremendous	respect	ppis1	vh0	jj	nn1
23	I	just	hate	to	mc1	jj	nn1	to
30	I	just	hope	he	mc1	jj	nn1	pphs1
34	I	just	hope	I	mc1	jj	nn1	ppis1
46	I	just	hope	it	mc1	jj	nn1	pph1
14	I	just	hope	she	mc1	jj	nn1	pphs1
61	I	just	hope	that	mc1	jj	nn1	cst
33	I	just	hope	the	mc1	jj	nn1	at
30	I	just	hope	they	mc1	jj	nn1	pphs2
27	I	just	hope	we	mc1	jj	nn1	ppis2
17	I	just	hope	you	mc1	jj	nn1	ppy
74	I	just	kind	of	mc1	jj	nn1	io
18	I	just	look	at	mc1	jj	nn1	ii
36	I	just	love	it	mc1	jj	nn1	pph1
31	I	just	love	the	mc1	jj	nn1	at
15	I	just	love	to	mc1	jj	nn1	to
32	I	just	need	a	mc1	jj	nn1	at1
20	I	just	need	some	mc1	jj	nn1	dd
12	I	just	need	the	mc1	jj	nn1	at
134	I	just	need	to	mc1	jj	nn1	to
15	I	just	need	you	mc1	jj	nn1	ppy
19	I	just	thought	he	mc1	jj	nn1	pphs1
86	I	just	thought	I	mc1	jj	nn1	ppis1
103	I	just	thought	it	mc1	jj	nn1	pph1
16	I	just	thought	maybe	mc1	jj	nn1	rr
28	I	just	thought	of	mc1	jj	nn1	io
13	I	just	thought	she	mc1	jj	nn1	pphs1
45	I	just	thought	that	mc1	jj	nn1	cst
12	I	just	thought	we	mc1	jj	nn1	ppis2
61	I	just	thought	you	mc1	jj	nn1	ppy
67	I	just	try	to	mc1	jj	nn1	to
22	I	just	wish	he	mc1	jj	nn1	pphs1
78	I	just	wish	I	mc1	jj	nn1	ppis1
20	I	just	wish	it	mc1	jj	nn1	pph1
21	I	just	wish	that	mc1	jj	nn1	cst
14	I	just	wish	the	mc1	jj	nn1	at
15	I	just	wish	they	mc1	jj	nn1	pphs2
22	I	just	wish	we	mc1	jj	nn1	ppis2
23	I	just	wish	you	mc1	jj	nn1	ppy
31	I	just	wonder	if	mc1	jj	nn1	cs
15	I	just	wonder	what	mc1	jj	nn1	ddq
15	I	know	other	people	ppis1	vv0	jj	nn
12	I	paid	good	money	ppis1	vvd	jj	nn1
12	i	say	nar	man	mc1	vv0	jj	nn1
17	I	see	dead	people	ppis1	vv0	jj	nn
13	I	still	love	the	mc1	jj	nn1	at
16	I	still	love	you	mc1	jj	nn1	ppy
13	I	still	need	to	mc1	jj	nn1	to
58	I	take	full	responsibility	ppis1	vv0	jj	nn1
14	I	take	good	care	ppis1	vv0	jj	nn1
14	I	take	great	pride	ppis1	vv0	jj	nn1
13	I	teach	high	school	ppis1	vv0	jj	nn1
17	I	the	only	person	ppis1	at	jj	nn1
18	I	think	other	people	ppis1	vv0	jj	nn
14	I	think	that-	KING	ppis1	vv0	jj	nn1
12	I	think	that-	Mr.	ppis1	vv0	jj	nnb
13	I	think-	Mr.	BRINKLEY	ppis1	jj	nnb	np1
16	I	think-	Mr.	DONALDSON	ppis1	jj	nnb	np1
32	I	was	just	kind	ppis1	vbdz	jj	nn1
18	idea	of	human	rights	nn1	io	jj	nn2
16	idea	or	bad	idea	nn1	cc	jj	nn1
13	ideal	place	for	a	jj	nn1	if	at1
12	ideal	situation	would	be	jj	nn1	vm	vbi
12	idealized	image	of	the	jj	nn1	io	at
20	ideology	of	cultural	homogeneity	nn1	io	jj	nn1
24	if	current	trends	continue	cs	jj	nn2	vv0
21	If	current	trends	continue	cs	jj	nn2	vv0
26	if	in	slow	motion	cs22	ii	jj	nn1
19	if	present	trends	continue	cs	jj	nn2	vv0
12	If	present	trends	continue	cs	jj	nn2	vv0
57	if	the	American	people	cs	at	jj	nn
38	If	the	American	people	cs	at	jj	nn
23	if	the	American	people	csw	at	jj	nn
14	if	the	Democratic	Party	cs	at	jj	nn1
86	if	the	federal	government	cs	at	jj	nn1
41	If	the	federal	government	cs	at	jj	nn1
15	if	the	federal	government	csw	at	jj	nn1
31	if	the	international	community	cs	at	jj	nn1
17	If	the	international	community	cs	at	jj	nn1
15	if	the	old	man	cs	at	jj	nn1
15	if	the	only	thing	cs	at	jj	nn1
16	If	the	only	way	cs	at	jj	nn1
13	if	the	other	person	cs	at	jj	nn1
22	if	the	Soviet	Union	cs	at	jj	nn1
30	if	the	Supreme	Court	cs	at	jj	nn1
16	If	the	Supreme	Court	cs	at	jj	nn1
40	if	the	United	Nations	cs	at	jj	nn2
23	If	the	United	Nations	cs	at	jj	nn2
15	if	the	vice	president	cs	at	jj	nn1
16	if	the	whole	thing	cs22	at	jj	nn1
27	if	the	whole	world	cs22	at	jj	nn1
14	Ill	start	with	you	jj	nn1	iw	ppy
23	illegal	aliens	in	the	jj	nn2	ii	at
31	illegal	aliens	in	this	jj	nn2	ii	dd1
13	illegal	immigrants	from	Mexico	jj	nn2	ii	np1
54	illegal	immigrants	in	the	jj	nn2	ii	at
16	illegal	immigrants	in	this	jj	nn2	ii	dd1
15	illegal	immigrants	who	have	jj	nn2	pnqs	vh0
12	illegal	immigration	and	the	jj	nn1	cc	at
12	illegal	immigration	in	the	jj	nn1	ii	at
15	Illegal	Immigration	Reform	and	jj	nn1	nn1	cc
13	illegal	immigration	to	the	jj	nn1	ii	at
19	illegal	possession	of	a	jj	nn1	io	at1
24	illegal	under	international	law	jj	ii	jj	nn1
13	illegitimate	son	of	a	jj	nn1	io	at1
23	illicit	drug	use	among	jj	nn1	nn1	ii
16	illicit	drug	use	and	jj	nn1	nn1	cc
18	illustration	on	opposite	page	nn1	ii	jj	nn1
27	Immaculate	Heart	of	Mary	jj	nn1	io	np1
23	immediate	access	to	the	jj	nn1	ii	at
110	immediate	aftermath	of	the	jj	nn1	io	at
15	immediate	and	extended	family	jj	cc	jj	nn1
15	immediate	and	unconditional	withdrawal	jj	cc	jj	nn1
15	immediate	cause	of	the	jj	nn1	io	at
17	immediate	claim	of	responsibility	jj	nn1	io	nn1
16	immediate	concern	is	the	jj	nn1	vbz	at
16	immediate	effect	on	the	jj	nn1	ii	at
13	immediate	end	to	the	jj	nn1	ii	at
24	immediate	goal	is	to	jj	nn1	vbz	to
27	immediate	impact	on	the	jj	nn1	ii	at
12	immediate	needs	of	the	jj	nn2	io	at
49	immediate	past	president	of	jj	jj	nn1	io
14	immediate	response	to	the	jj	nn1	ii	at
25	immediate	threat	to	the	jj	nn1	ii	at
42	immediate	vicinity	of	the	jj	nn1	io	at
14	immediate	wake	of	the	jj	nn1	io	at
14	immigrant	communities	in	the	jj	nn2	ii	at
31	imminent	and	substantial	endangerment	jj	cc	jj	nn1
13	imminent	danger	of	being	jj	nn1	io	vbg
13	imminent	danger	to	the	jj	nn1	ii	at
12	imminent	end	of	the	jj	nn1	io	at
26	imminent	threat	to	the	jj	nn1	ii	at
22	Immortal	Life	of	Henrietta	jj	nn1	io	np1
25	immune	system	and	the	jj	nn1	cc	at
14	immune	system	to	attack	jj	nn1	to	vvi
12	immune	system	to	fight	jj	nn1	to	vvi
16	impact	of	global	warming	nn1	io	jj	nn1
13	impact	of	technological	change	nn1	io	jj	nn1
14	impact	on	economic	growth	nn1	ii	jj	nn1
12	impact	on	human	health	nn1	ii	jj	nn1
12	impact	on	public	policy	nn1	ii	jj	nn1
18	impacts	of	global	warming	nn2	io	jj	nn1
12	impacts	on	human	health	nn2	ii	jj	nn1
13	impairments	and	multiple	disabilities	nn2	cc	jj	nn2
12	impartial	guardian	of	the	jj	nn1	io	at
34	implications	for	future	research	nn2	if	jj	nn1
20	Implications	for	Future	Research	nn2	if	jj	nn1
44	implications	for	social	work	nn2	if	jj	nn1
39	IMPLICATIONS	FOR	SOCIAL	WORK	nn2	if	jj	nn1
25	Implications	for	social	work	nn2	if	jj	nn1
14	Implications	for	Social	Work	nn2	if	jj	nn1
13	implications	for	social	workers	nn2	if	jj	nn2
35	implicit	theories	of	creativity	jj	nn2	io	nn1
14	implicit	theories	of	giftedness	jj	nn2	io	nn1
14	implicit	theory	of	giftedness	jj	nn1	io	nn1
12	importance	of	hard	work	nn1	io	jj	nn1
16	importance	of	physical	activity	nn1	io	jj	nn1
13	importance	of	physical	education	nn1	io	jj	nn1
14	importance	of	social	support	nn1	io	jj	nn1
14	important	ally	in	the	jj	nn1	ii	at
33	important	aspect	of	a	jj	nn1	io	at1
13	important	aspect	of	his	jj	nn1	io	appge
167	important	aspect	of	the	jj	nn1	io	at
13	important	aspect	of	their	jj	nn1	io	appge
41	important	aspect	of	this	jj	nn1	io	dd1
13	important	aspects	of	a	jj	nn2	io	at1
103	important	aspects	of	the	jj	nn2	io	at
18	important	aspects	of	their	jj	nn2	io	appge
21	important	change	in	the	jj	nn1	ii	at
32	important	changes	in	the	jj	nn2	ii	at
12	important	clues	to	the	jj	nn2	ii	at
25	important	component	in	the	jj	nn1	ii	at
25	important	component	of	a	jj	nn1	io	at1
121	important	component	of	the	jj	nn1	io	at
13	important	component	of	this	jj	nn1	io	dd1
15	important	components	of	the	jj	nn2	io	at
25	important	consequences	for	the	jj	nn2	if	at
17	important	consideration	in	the	jj	nn1	ii	at
60	important	contribution	to	the	jj	nn1	ii	at
38	important	contributions	to	the	jj	nn2	ii	at
18	important	contributor	to	the	jj	nn1	ii	at
16	important	contributors	to	the	jj	nn2	ii	at
19	important	determinant	of	the	jj	nn1	io	at
17	important	development	in	the	jj	nn1	ii	at
15	important	developments	in	the	jj	nn2	ii	at
32	important	difference	between	the	jj	nn1	ii	at
42	important	differences	between	the	jj	nn2	ii	at
26	important	differences	in	the	jj	nn2	ii	at
19	important	dimension	of	the	jj	nn1	io	at
13	important	distinction	between	the	jj	nn1	ii	at
12	important	effect	on	the	jj	nn1	ii	at
60	important	element	in	the	jj	nn1	ii	at
59	important	element	of	the	jj	nn1	io	at
17	important	elements	in	the	jj	nn2	ii	at
39	important	elements	of	the	jj	nn2	io	at
21	important	event	in	the	jj	nn1	ii	at
21	important	events	in	the	jj	nn2	ii	at
12	important	events	of	the	jj	nn2	io	at
14	important	factor	in	a	jj	nn1	ii	at1
27	important	factor	in	determining	jj	nn1	ii	vvg
127	important	factor	in	the	jj	nn1	ii	at
19	important	factor	in	their	jj	nn1	ii	appge
16	important	factor	in	this	jj	nn1	ii	dd1
13	important	factor	is	that	jj	nn1	vbz	cst
23	important	factor	is	the	jj	nn1	vbz	at
17	important	factor	to	consider	jj	nn1	to	vvi
34	important	factors	in	the	jj	nn2	ii	at
12	important	factors	to	consider	jj	nn2	to	vvi
46	important	feature	of	the	jj	nn1	io	at
26	important	features	of	the	jj	nn2	io	at
42	important	figure	in	the	jj	nn1	ii	at
16	important	figures	in	the	jj	nn2	ii	at
21	important	food	source	for	jj	nn1	nn1	if
16	important	for	future	community	jj	if	jj	nn1
17	important	for	social	workers	jj	if	jj	nn2
14	important	force	in	the	jj	nn1	ii	at
12	important	function	of	the	jj	nn1	io	at
24	important	goal	of	the	jj	nn1	io	at
29	important	impact	on	the	jj	nn1	ii	at
14	important	implication	of	this	jj	nn1	io	dd1
75	important	implications	for	the	jj	nn2	if	at
12	important	indicator	of	the	jj	nn1	io	at
30	important	influence	on	the	jj	nn1	ii	at
35	important	information	about	the	jj	nn1	ii	at
13	important	information	on	the	jj	nn1	ii	at
38	important	insights	into	the	jj	nn2	ii	at
16	important	issue	for	the	jj	nn1	if	at
42	important	issue	in	the	jj	nn1	ii	at
12	important	issue	in	this	jj	nn1	ii	dd1
12	important	issue	is	the	jj	nn1	vbz	at
15	important	issues	facing	the	jj	nn2	vvg	at
17	important	issues	in	the	jj	nn2	ii	at
18	important	issues	of	the	jj	nn2	io	at
13	important	issues	related	to	jj	nn2	vvn	ii
14	important	issues	such	as	jj	nn2	ii21	ii22
15	important	job	in	the	jj	nn1	ii	at
19	important	lesson	to	be	jj	nn1	to	vbi
18	important	man	in	the	jj	nn1	ii	at
22	important	meal	of	the	jj	nn1	io	at
30	important	member	of	the	jj	nn1	io	at
33	important	members	of	the	jj	nn2	io	at
18	important	moment	in	the	jj	nn1	ii	at
69	important	part	in	the	jj	nn1	ii	at
68	important	part	of	a	jj	nn1	io	at1
12	important	part	of	America	jj	nn1	io	np1
13	important	part	of	American	jj	nn1	io	jj
15	important	part	of	an	jj	nn1	io	at1
36	important	part	of	any	jj	nn1	io	dd
13	important	part	of	being	jj	nn1	io	vbg
38	important	part	of	her	jj	nn1	io	appge
50	important	part	of	his	jj	nn1	io	appge
44	important	part	of	it	jj	nn1	io	pph1
12	important	part	of	its	jj	nn1	io	appge
16	important	part	of	life	jj	nn1	io	nn1
86	important	part	of	my	jj	nn1	io	appge
119	important	part	of	our	jj	nn1	io	appge
54	important	part	of	that	jj	nn1	io	dd1
719	important	part	of	the	jj	nn1	io	at
88	important	part	of	their	jj	nn1	io	appge
101	important	part	of	this	jj	nn1	io	dd1
32	important	part	of	what	jj	nn1	io	ddq
46	important	part	of	your	jj	nn1	io	appge
47	important	parts	of	the	jj	nn2	io	at
20	important	people	in	the	jj	nn	ii	at
12	important	person	in	his	jj	nn1	ii	appge
16	important	person	in	my	jj	nn1	ii	appge
47	important	person	in	the	jj	nn1	ii	at
16	important	piece	of	equipment	jj	nn1	io	nn1
23	important	piece	of	evidence	jj	nn1	io	nn1
31	important	piece	of	information	jj	nn1	io	nn1
25	important	piece	of	legislation	jj	nn1	io	nn1
32	important	piece	of	the	jj	nn1	io	at
12	important	pieces	of	legislation	jj	nn2	io	nn1
31	important	place	in	the	jj	nn1	ii	at
29	important	player	in	the	jj	nn1	ii	at
14	important	point	about	the	jj	nn1	ii	at
35	important	point	here	is	jj	nn1	rl	vbz
106	important	point	is	that	jj	nn1	vbz	cst
19	important	point	is	that	jj	nn1	vbz	dd1
27	important	point	to	make	jj	nn1	to	vvi
12	important	position	in	the	jj	nn1	ii	at
17	important	positions	in	the	jj	nn2	ii	at
27	important	problems	facing	Denver	jj	nn2	vvg	np1
33	important	question	is	whether	jj	nn1	vbz	csw
13	important	question	of	the	jj	nn1	io	at
18	important	question	to	ask	jj	nn1	to	vvi
38	important	questions	about	the	jj	nn2	ii	at
13	important	questions	to	ask	jj	nn2	to	vvi
27	important	reason	for	the	jj	nn1	if	at
14	important	reason	why	the	jj	nn1	rrq	at
25	important	risk	factor	for	jj	nn1	nn1	if
21	important	role	for	the	jj	nn1	if	at
18	important	role	in	a	jj	nn1	ii	at1
15	important	role	in	creating	jj	nn1	ii	vvg
28	important	role	in	determining	jj	nn1	ii	vvg
26	important	role	in	helping	jj	nn1	ii	vvg
12	important	role	in	his	jj	nn1	ii	appge
21	important	role	in	maintaining	jj	nn1	ii	vvg
23	important	role	in	our	jj	nn1	ii	appge
14	important	role	in	providing	jj	nn1	ii	vvg
17	important	role	in	shaping	jj	nn1	ii	vvg
524	important	role	in	the	jj	nn1	ii	at
27	important	role	in	their	jj	nn1	ii	appge
53	important	role	in	this	jj	nn1	ii	dd1
36	important	role	of	the	jj	nn1	io	at
15	important	role	played	by	jj	nn1	vvn	ii
13	important	role	that	the	jj	nn1	cst	at
109	important	role	to	play	jj	nn1	to	vvi
43	important	roles	in	the	jj	nn2	ii	at
14	important	sector	of	the	jj	nn1	io	at
15	important	sectors	of	the	jj	nn2	io	at
22	important	segment	of	the	jj	nn1	io	at
22	important	source	of	income	jj	nn1	io	nn1
34	important	source	of	information	jj	nn1	io	nn1
15	important	source	of	revenue	jj	nn1	io	nn1
16	important	source	of	support	jj	nn1	io	nn1
12	important	sources	of	information	jj	nn2	io	nn1
58	important	step	in	the	jj	nn1	ii	at
12	important	step	toward	the	jj	nn1	ii	at
12	important	steps	in	the	jj	nn2	ii	at
12	important	that	social	workers	jj	cst	jj	nn2
12	important	thing	about	a	jj	nn1	ii	at1
35	important	thing	about	the	jj	nn1	ii	at
21	important	thing	about	this	jj	nn1	ii	dd1
19	important	thing	for	a	jj	nn1	if	at1
12	important	thing	for	him	jj	nn1	if	ppho1
36	important	thing	for	me	jj	nn1	if	ppio1
18	important	thing	for	the	jj	nn1	if	at
27	important	thing	for	us	jj	nn1	if	ppio2
53	important	thing	here	is	jj	nn1	rl	vbz
14	important	thing	I	can	jj	nn1	ppis1	vm
12	important	thing	I	have	jj	nn1	ppis1	vh0
15	important	thing	in	a	jj	nn1	ii	at1
19	important	thing	in	his	jj	nn1	ii	appge
20	important	thing	in	life	jj	nn1	ii	nn1
51	important	thing	in	my	jj	nn1	ii	appge
12	important	thing	in	our	jj	nn1	ii	appge
73	important	thing	in	the	jj	nn1	ii	at
16	important	thing	in	your	jj	nn1	ii	appge
37	important	thing	is	for	jj	nn1	vbz	if
45	important	thing	is	not	jj	nn1	vbz	xx
287	important	thing	is	that	jj	nn1	vbz	cst
19	important	thing	is	that	jj	nn1	vbz	dd1
52	important	thing	is	the	jj	nn1	vbz	at
344	important	thing	is	to	jj	nn1	vbz	to
22	important	thing	is	we	jj	nn1	vbz	ppis2
16	important	thing	is	what	jj	nn1	vbz	ddq
14	important	thing	is	you	jj	nn1	vbz	ppy
20	important	thing	now	is	jj	nn1	rt	vbz
23	important	thing	of	all	jj	nn1	io	db
16	important	thing	right	now	jj	nn1	rr	rt
12	important	thing	that	happened	jj	nn1	cst	vvd
24	important	thing	that	I	jj	nn1	cst	ppis1
18	important	thing	that	the	jj	nn1	cst	at
32	important	thing	that	we	jj	nn1	cst	ppis2
