5	a	balanced	budget	with	drastic	at1	jj	nn1	iw	jj
8	in	the	developed	world	have	ii	at	jj	nn1	vh0
5	in	the	developed	world	in	ii	at	jj	nn1	ii
5	in	the	developed	world	will	ii	at	jj	nn1	vm
5	in	the	developing	field	of	ii	at	jj	nn1	io
15	in	the	developing	world	and	ii	at	jj	nn1	cc
18	in	the	developing	world	are	ii	at	jj	nn1	vbr
5	in	the	developing	world	from	ii	at	jj	nn1	ii
8	in	the	developing	world	has	ii	at	jj	nn1	vhz
9	in	the	developing	world	have	ii	at	jj	nn1	vh0
5	in	the	developing	world	in	ii	at	jj	nn1	ii
15	in	the	developing	world	is	ii	at	jj	nn1	vbz
11	in	the	developing	world	that	ii	at	jj	nn1	cst
8	in	the	developing	world	to	ii	at	jj	nn1	to
5	in	the	developing	world	was	ii	at	jj	nn1	vbdz
7	in	the	developing	world	where	ii	at	jj	nn1	cs
7	in	the	developing	world	who	ii	at	jj	nn1	pnqs
15	in	the	developing	world	will	ii	at	jj	nn1	vm
8	in	the	dietary	supplement	industry	ii	at	jj	nn1	nn1
6	in	the	different	types	of	ii	at	jj	nn2	io
32	in	the	differential	diagnosis	of	ii	at	jj	nn1	io
11	in	the	difficult	position	of	ii	at	jj	nn1	io
6	in	the	digestive	tract	and	ii	at	jj	nn1	cc
12	in	the	dim	glow	of	ii	at	jj	nn1	io
7	in	the	dim	light	from	ii	at	jj	nn1	ii
5	In	the	dim	light	he	ii	at	jj	nn1	pphs1
78	in	the	dim	light	of	ii	at	jj	nn1	io
27	In	the	dim	light	of	ii	at	jj	nn1	io
10	in	the	disputed	region	of	ii	at	jj	nn1	io
5	in	the	disputed	territory	of	ii	at	jj	nn1	io
6	in	the	distant	past	and	ii	at	jj	nn1	cc
5	in	the	doctoral	degree	program	ii	at	jj	nn1	nn1
13	in	the	domestic	affairs	of	ii	at	jj	nn2	io
5	in	the	domestic	politics	of	ii	at	jj	nn1	io
5	in	the	dominant	media	culture	ii	at	jj	nn	nn1
12	in	the	Dominican	Republic	and	ii	at	jj	nn1	cc
6	in	the	double	sense	of	ii	at	jj	nn1	io
5	in	the	downtown	area	and	ii	at	jj	nn1	cc
5	in	the	downtown	area	of	ii	at	jj	nn1	io
5	in	the	dry	air	of	ii	at	jj	nn1	io
5	in	the	dry	valleys	are	ii	at	jj	nn2	vbr
7	in	the	dry	valleys	of	ii	at	jj	nn2	io
6	in	the	dual	role	of	ii	at	jj	nn1	io
8	in	the	Dutch	city	of	ii	at	jj	nn1	io
6	in	the	dying	days	of	ii	at	jj	nnt2	io
7	in	the	dying	light	of	ii	at	jj	nn1	io
10	in	the	gross	domestic	product	ii	at	jj	jj	nn1
8	in	the	Hubble	Deep	Field	ii	at	np1	jj	nn1
10	in	the	less	developed	countries	ii	at	rgr	jj	nn2
6	in	the	low	double	digits	ii	at	jj	jj	nn2
5	in	the	more	distant	past	ii	at	rgr	jj	nn1
8	in	the	most	direct	way	ii	at	rgt	jj	nn1
5	in	their	daily	lives	and	ii	appge	jj	nn2	cc
8	in	these	difficult	economic	times	ii	dd2	jj	jj	nnt2
5	In	this	altogether	different	place	ii	dd1	rr	jj	nn1
5	In	top	of	double	boiler	ii	nn1	io	jj	nn1
6	in	two	very	different	ways	ii	mc	rg	jj	nn2
15	inches	into	a	Dutch	oven	nnu2	ii	at1	jj	nn1
6	incidence	of	different	household	types	nn1	io	jj	nn1	nn2
5	included	in	the	decision-making	process	vvn	ii	at	jj	nn1
8	included	in	the	differential	diagnosis	vvn	ii	at	jj	nn1
9	independent	variables	and	the	dependent	jj	nn2	cc	at	jj
7	independent	variables	on	the	dependent	jj	nn2	ii	at	jj
7	India	and	other	developing	countries	np1	cc	jj	jj	nn2
8	Industry	in	the	Digital	Age	nn1	ii	at	jj	nn1
7	ingredients	in	a	Dutch	oven	nn2	ii	at1	jj	nn1
6	inside	the	Branch	Davidian	compound	ii	at	nn1	jj	nn1
24	instrumental	activities	of	daily	living	jj	nn2	io	jj	nn1
5	interpreted	in	many	different	ways	vvn	ii	da2	jj	nn2
6	interval	occurrence	of	disruptive	behavior	nn1	nn1	io	jj	nn1
9	into	a	dark	corner	of	ii	at1	jj	nn1	io
8	into	a	dark	room	and	ii	at1	jj	nn1	cc
8	into	a	deep	sleep	and	ii	at1	jj	nn1	cc
25	into	a	different	kind	of	ii	at1	jj	nn1	io
5	into	a	double	play	for	ii	at1	jj	nn1	if
5	into	a	dry	measuring	cup	ii	at1	jj	jj	nn1
7	into	a	new	dark	age	ii	at1	jj	jj	nn1
6	into	different	parts	of	the	ii	jj	nn2	io	at
5	into	direct	conflict	with	the	ii	jj	nn1	iw	at
11	into	direct	contact	with	the	ii	jj	nn1	iw	at
8	into	dry	ingredients	until	mixture	ii	jj	nn2	cs	nn1
6	into	the	Branch	Davidian	compound	ii	at	nn1	jj	nn1
5	into	the	daily	life	of	ii	at	jj	nn1	io
14	into	the	daily	lives	of	ii	at	jj	nn2	io
5	into	the	dark	eyes	of	ii	at	jj	nn2	io
9	into	the	dark	heart	of	ii	at	jj	nn1	io
5	into	the	dark	living	room	ii	at	jj	nn1	nn1
5	into	the	dark	parking	lot	ii	at	jj	nn1	nn1
11	into	the	dark	recesses	of	ii	at	jj	nn2	io
11	into	the	dark	side	of	ii	at	jj	nn1	io
6	into	the	dark	world	of	ii	at	jj	nn1	io
5	into	the	darkened	living	room	ii	at	jj	nn1	nn1
15	into	the	deep	end	of	ii	at	jj	nn1	io
9	into	the	deep	waters	of	ii	at	jj	nn2	io
6	into	the	Democratic	National	Committee	ii	at	jj	jj	nn1
6	into	the	dry	ingredients	until	ii	at	jj	nn2	cs
14	involved	in	the	decision-making	process	jj	ii	at	jj	nn1
5	involved	in	the	democratic	process	jj	ii	at	jj	nn1
5	involved	on	a	daily	basis	vvn	ii	at1	jj	nn1
9	involvement	in	the	decision-making	process	nn1	ii	at	jj	nn1
5	is	a	dangerous	place	to	vbz	at1	jj	nn1	to
5	is	a	dangerous	precedent	for	vbz	at1	jj	nn1	if
14	is	a	dangerous	thing	to	vbz	at1	jj	nn1	to
12	is	a	dark	side	to	vbz	at1	jj	nn1	ii
15	is	a	dead	ringer	for	vbz	at1	jj	nn1	if
5	is	a	dear	friend	of	vbz	at1	jj	nn1	io
8	is	a	deep	sense	of	vbz	at1	jj	nn1	io
11	is	a	defining	characteristic	of	vbz	at1	jj	nn1	io
14	is	a	defining	moment	for	vbz	at1	jj	nn1	if
5	is	a	definite	need	for	vbz	at1	jj	nn1	if
7	is	a	deliberate	attempt	to	vbz	at1	jj	nn1	to
6	is	a	delicate	balance	between	vbz	at1	jj	nn1	ii
12	is	a	delicate	balancing	act	vbz	at1	jj	nn1	nn1
5	is	a	Democratic	senator	from	vbz	at1	jj	nn1	ii
5	is	a	derogatory	term	for	vbz	at1	jj	nn1	if
8	is	a	desperate	need	for	vbz	at1	jj	nn1	if
6	is	a	different	kettle	of	vbz	at1	jj	nn1	io
122	is	a	different	kind	of	vbz	at1	jj	nn1	io
6	is	a	different	set	of	vbz	at1	jj	nn1	io
9	is	a	different	sort	of	vbz	at1	jj	nn1	io
32	is	a	different	type	of	vbz	at1	jj	nn1	io
5	is	a	different	view	of	vbz	at1	jj	nn1	io
10	is	a	different	way	of	vbz	at1	jj	nn1	io
5	is	a	difficult	balancing	act	vbz	at1	jj	nn1	nn1
8	is	a	difficult	concept	to	vbz	at1	jj	nn1	to
9	is	a	difficult	place	to	vbz	at1	jj	nn1	to
13	is	a	difficult	question	to	vbz	at1	jj	nn1	to
35	is	a	difficult	thing	to	vbz	at1	jj	nn1	to
20	is	a	difficult	time	for	vbz	at1	jj	nnt1	if
7	is	a	direct	assault	on	vbz	at1	jj	nn1	ii
11	is	a	direct	challenge	to	vbz	at1	jj	nn1	ii
9	is	a	direct	connection	between	vbz	at1	jj	nn1	ii
20	is	a	direct	consequence	of	vbz	at1	jj	nn1	io
20	is	a	direct	correlation	between	vbz	at1	jj	nn1	ii
17	is	a	direct	descendant	of	vbz	at1	jj	nn1	io
7	is	a	direct	function	of	vbz	at1	jj	nn1	io
11	is	a	direct	link	between	vbz	at1	jj	nn1	ii
7	is	a	direct	link	to	vbz	at1	jj	nn1	ii
5	is	a	direct	measure	of	vbz	at1	jj	nn1	io
9	is	a	direct	reflection	of	vbz	at1	jj	nn1	io
9	is	a	direct	relationship	between	vbz	at1	jj	nn1	ii
13	is	a	direct	response	to	vbz	at1	jj	nn1	ii
90	is	a	direct	result	of	vbz	at1	jj	nn1	io
6	is	a	direct	threat	to	vbz	at1	jj	nn1	ii
5	is	a	direct	violation	of	vbz	at1	jj	nn1	io
5	is	a	dirty	little	secret	vbz	at1	jj	jj	nn1
5	is	a	dirty	word	in	vbz	at1	jj	nn1	ii
6	is	a	disproportionate	number	of	vbz	at1	jj	nn1	io
5	is	a	distant	cousin	of	vbz	at1	jj	nn1	io
14	is	a	distinct	possibility	that	vbz	at1	jj	nn1	cst
12	is	a	distinguished	professor	emeritus	vbz	at1	jj	nn1	jj
5	is	a	distinguished	professor	of	vbz	at1	jj	nn1	io
10	is	a	doctoral	candidate	at	vbz	at1	jj	nn1	ii
17	is	a	doctoral	candidate	in	vbz	at1	jj	nn1	ii
12	is	a	doctoral	student	at	vbz	at1	jj	nn1	ii
12	is	a	doctoral	student	in	vbz	at1	jj	nn1	ii
5	is	a	down	side	to	vbz	at1	jj	nn1	ii
6	is	a	dramatic	change	from	vbz	at1	jj	nn1	ii
7	is	a	dramatic	change	in	vbz	at1	jj	nn1	ii
6	is	a	dramatic	increase	in	vbz	at1	jj	nn1	ii
8	is	a	driving	force	behind	vbz	at1	jj	nn1	ii
5	is	a	driving	force	for	vbz	at1	jj	nn1	if
9	is	a	driving	force	in	vbz	at1	jj	nn1	ii
7	is	a	dynamic	process	that	vbz	at1	jj	nn1	cst
10	is	a	liberal	Democratic	strategist	vbz	at1	jj	jj	nn1
5	is	a	totally	different	situation	vbz	at1	rr	jj	nn1
10	is	a	very	dangerous	man	vbz	at1	rg	jj	nn1
14	is	a	very	dangerous	place	vbz	at1	rg	jj	nn1
18	is	a	very	dangerous	situation	vbz	at1	rg	jj	nn1
17	is	a	very	dangerous	thing	vbz	at1	rg	jj	nn1
5	is	a	very	different	case	vbz	at1	rg	jj	nn1
24	is	a	very	different	kind	vbz	at1	rg	jj	nn1
10	is	a	very	different	matter	vbz	at1	rg	jj	nn1
15	is	a	very	different	place	vbz	at1	rg	jj	nn1
9	is	a	very	different	situation	vbz	at1	rg	jj	nn1
5	is	a	very	different	sort	vbz	at1	rg	jj	nn1
13	is	a	very	different	story	vbz	at1	rg	jj	nn1
20	is	a	very	different	thing	vbz	at1	rg	jj	nn1
6	is	a	very	difficult	case	vbz	at1	rg	jj	nn1
16	is	a	very	difficult	issue	vbz	at1	rg	jj	nn1
7	is	a	very	difficult	job	vbz	at1	rg	jj	nn1
5	is	a	very	difficult	period	vbz	at1	rg	jj	nn1
6	is	a	very	difficult	place	vbz	at1	rg	jj	nn1
10	is	a	very	difficult	problem	vbz	at1	rg	jj	nn1
6	is	a	very	difficult	process	vbz	at1	rg	jj	nn1
13	is	a	very	difficult	question	vbz	at1	rg	jj	nn1
15	is	a	very	difficult	situation	vbz	at1	rg	jj	nn1
8	is	a	very	difficult	task	vbz	at1	rg	jj	nn1
34	is	a	very	difficult	thing	vbz	at1	rg	jj	nn1
13	is	a	very	difficult	time	vbz	at1	rg	jj	nnt1
10	is	a	whole	different	ball	vbz	at1	jj	jj	nn1
7	is	a	whole	different	story	vbz	at1	jj	jj	nn1
13	is	a	whole	different	thing	vbz	at1	jj	jj	nn1
6	is	a	whole	different	world	vbz	at1	jj	jj	nn1
7	is	a	whole	lot	different	vbz	at1	jj	nn1	jj
5	is	an	avid	deep-sky	observer	vbz	at1	jj	jj	nn1
16	is	an	entirely	different	matter	vbz	at1	rr	jj	nn1
5	is	an	entirely	different	question	vbz	at1	rr	jj	nn1
5	is	devastating	proof	of	his	vbz	jj	nn1	io	appge
6	is	developing	weapons	of	mass	vbz	jj	nn2	io	jj
10	is	due	in	large	measure	vbz	jj	ii	jj	nn1
43	is	due	in	large	part	vbz	jj	ii	jj	nn1
11	is	for	a	down	week	vbz	if	at1	jj	nnt1
12	is	having	a	difficult	time	vbz	vhg	at1	jj	nnt1
9	is	heard	a	discouraging	word	vbz	vvn	at1	jj	nn1
7	is	in	a	dead	heat	vbz	ii	at1	jj	nn1
5	is	in	a	deep	recession	vbz	ii	at1	jj	nn1
5	is	in	a	different	category	vbz	ii	at1	jj	nn1
7	is	in	a	different	place	vbz	ii	at1	jj	nn1
6	is	in	a	different	situation	vbz	ii	at1	jj	nn1
12	is	in	a	difficult	position	vbz	ii	at1	jj	nn1
5	is	in	a	difficult	situation	vbz	ii	at1	jj	nn1
5	is	in	a	double	bind	vbz	ii	at1	jj	nn1
5	is	in	deep	trouble	and	vbz	ii	jj	nn1	cc
30	is	in	desperate	need	of	vbz	ii	jj	nn1	io
25	is	in	dire	need	of	vbz	ii	jj	nn1	io
6	is	in	direct	competition	with	vbz	ii	jj	nn1	iw
15	is	in	direct	conflict	with	vbz	ii	jj	nn1	iw
6	is	in	direct	contact	with	vbz	ii	jj	nn1	iw
17	is	in	direct	contrast	to	vbz	ii	jj	nn1	ii
10	is	in	direct	opposition	to	vbz	ii	jj	nn1	ii
17	is	in	direct	proportion	to	vbz	ii	jj	nn1	ii
5	is	in	the	developing	world	vbz	ii	at	jj	nn1
6	is	limited	by	donor-imposed	restrictions	vbz	vvn	ii	jj	nn2
11	is	no	direct	evidence	that	vbz	at	jj	nn1	cst
5	is	no	direct	relationship	between	vbz	at	jj	nn1	ii
16	is	not	a	dirty	word	vbz	xx	at1	jj	nn1
13	is	of	a	different	order	vbz	io	at1	jj	nn1
5	is	of	deep	concern	to	vbz	io	jj	nn1	ii
24	is	on	the	disabled	list	vbz	ii	at	jj	nn1
8	is	quite	a	different	matter	vbz	rg	at1	jj	nn1
6	is	quite	a	different	thing	vbz	rg	at1	jj	nn1
9	is	seeking	the	Democratic	nomination	vbz	vvg	at	jj	nn1
10	is	taking	a	different	approach	vbz	vvg	at1	jj	nn1
6	is	taking	a	different	tack	vbz	vvg	at1	jj	nn1
7	is	that	the	Democratic	Party	vbz	cst	at	jj	nn1
17	is	the	dark	side	of	vbz	at	jj	nn1	io
12	is	the	defining	characteristic	of	vbz	at	jj	nn1	io
7	is	the	direct	cause	of	vbz	at	jj	nn1	io
5	is	the	direct	descendant	of	vbz	at	jj	nn1	io
35	is	the	direct	result	of	vbz	at	jj	nn1	io
7	is	the	dividing	line	between	vbz	at	jj	nn1	ii
6	is	the	dominant	source	of	vbz	at	jj	nn1	io
6	is	the	down	side	of	vbz	at	jj	nn1	io
6	is	the	dramatic	increase	in	vbz	at	jj	nn1	ii
52	is	the	driving	force	behind	vbz	at	jj	nn1	ii
5	is	the	driving	force	in	vbz	at	jj	nn1	ii
15	is	the	driving	force	of	vbz	at	jj	nn1	io
5	is	the	dynamic	state	of	vbz	at	jj	nn1	io
5	is	the	most	dangerous	man	vbz	at	rgt	jj	nn1
7	is	the	most	dangerous	time	vbz	at	rgt	jj	nnt1
5	is	the	most	difficult	case	vbz	at	rgt	jj	nn1
14	is	the	most	difficult	part	vbz	at	rgt	jj	nn1
19	is	the	most	difficult	thing	vbz	at	rgt	jj	nn1
5	is	the	most	difficult	time	vbz	at	rgt	jj	nnt1
5	is	the	most	direct	way	vbz	at	rgt	jj	nn1
5	is	the	only	declared	candidate	vbz	at	jj	jj	nn1
10	Is	there	a	double	standard	vbz	ex	at1	jj	nn1
10	is	there	a	double	standard	vbz	ex	at1	jj	nn1
23	is	to	raise	diverse	issues	vbz	to	vvi	jj	nn2
13	it	are	two	different	things	pph1	vbr	mc	jj	nn2
5	it	for	a	down	payment	pph1	if	at1	jj	nn1
8	it	from	a	different	angle	pph1	ii	at1	jj	nn1
8	it	from	a	different	perspective	pph1	ii	at1	jj	nn1
5	it	from	a	different	point	pph1	ii	at1	jj	nn1
6	it	had	the	desired	effect	pph1	vhd	at	jj	nn1
7	it	has	a	direct	impact	pph1	vhz	at1	jj	nn1
6	it	in	a	different	direction	pph1	ii	at1	jj	nn1
10	it	in	a	different	light	pph1	ii	at1	jj	nn1
6	it	in	a	different	place	pph1	ii	at1	jj	nn1
69	it	in	a	different	way	pph1	ii	at1	jj	nn1
7	it	in	many	different	ways	pph1	ii	da2	jj	nn2
5	It	is	a	delicate	balance	pph1	vbz	at1	jj	nn1
8	it	is	a	different	kind	pph1	vbz	at1	jj	nn1
9	it	is	a	different	story	pph1	vbz	at1	jj	nn1
5	it	is	a	different	thing	pph1	vbz	at1	jj	nn1
8	It	is	a	different	world	pph1	vbz	at1	jj	nn1
5	It	is	a	difficult	situation	pph1	vbz	at1	jj	nn1
6	It	is	a	difficult	thing	pph1	vbz	at1	jj	nn1
5	It	is	a	difficult	time	pph1	vbz	at1	jj	nnt1
5	it	is	a	direct	result	pph1	vbz	at1	jj	nn1
8	it	means	different	things	to	pph1	vvz	jj	nn2	ii
35	it	on	a	daily	basis	pph1	ii	at1	jj	nn1
5	it	on	a	day-to-day	basis	pph1	ii	at1	jj	nn1
10	it	to	a	different	level	pph1	ii	at1	jj	nn1
5	It	was	a	dangerous	game	pph1	vbdz	at1	jj	nn1
7	It	was	a	dark	day	pph1	vbdz	at1	jj	nnt1
5	It	was	a	daunting	task	pph1	vbdz	at1	jj	nn1
6	it	was	a	dead	end	pph1	vbdz	at1	jj	nn1
14	It	was	a	defining	moment	pph1	vbdz	at1	jj	nn1
8	it	was	a	defining	moment	pph1	vbdz	at1	jj	nn1
15	it	was	a	different	kind	pph1	vbdz	at1	jj	nn1
9	It	was	a	different	kind	pph1	vbdz	at1	jj	nn1
10	it	was	a	different	matter	pph1	vbdz	at1	jj	nn1
5	it	was	a	different	situation	pph1	vbdz	at1	jj	nn1
46	it	was	a	different	story	pph1	vbdz	at1	jj	nn1
11	It	was	a	different	story	pph1	vbdz	at1	jj	nn1
12	It	was	a	different	time	pph1	vbdz	at1	jj	nnt1
11	it	was	a	different	time	pph1	vbdz	at1	jj	nnt1
13	It	was	a	different	world	pph1	vbdz	at1	jj	nn1
8	it	was	a	different	world	pph1	vbdz	at1	jj	nn1
16	It	was	a	difficult	decision	pph1	vbdz	at1	jj	nn1
8	it	was	a	difficult	decision	pph1	vbdz	at1	jj	nn1
5	it	was	a	difficult	thing	pph1	vbdz	at1	jj	nn1
17	It	was	a	difficult	time	pph1	vbdz	at1	jj	nnt1
9	it	was	a	difficult	time	pph1	vbdz	at1	jj	nnt1
5	it	was	a	domestic	dispute	pph1	vbdz	at1	jj	nn1
5	It	was	the	dry	season	pph1	vbdz	at	jj	nnt1
10	its	dominant	position	in	the	appge	jj	nn1	ii	at
7	its	gross	domestic	product	on	appge	jj	jj	nn1	ii
6	Joseph	C.	Hutcheson	Distinguished	Lecturer	np1	np1	np1	jj	nn1
5	Journal	of	Applied	Developmental	Psychology	nn1	io	jj	jj	nn1
22	just	a	different	kind	of	rr	at1	jj	nn1	io
12	just	a	different	way	of	rr	at1	jj	nn1	io
8	just	take	a	deep	breath	rr	vvi	at1	jj	nn1
5	Just	take	a	deep	breath	rr	vv0	at1	jj	nn1
5	just	took	a	deep	breath	rr	vvd	at1	jj	nn1
25	just	until	dry	ingredients	are	rr	cs	jj	nn2	vbr
36	killed	by	a	drunk	driver	vvn	ii	at1	jj	nn1
8	killed	by	a	drunken	driver	vvn	ii	at1	jj	nn1
5	kind	of	a	double	whammy	rr21	rr22	at1	jj	nn1
11	know	a	damn	thing	about	vvi	at1	jj	nn1	ii
8	know	a	damned	thing	about	vvi	at1	jj	nn1	ii
12	knowledge	is	a	dangerous	thing	nn1	vbz	at1	jj	nn1
5	Kurdistan	Democratic	Party	of	Iran	np1	jj	nn1	io	np1
5	lakes	of	the	dry	valleys	nn2	io	at	jj	nn2
9	large	and	diverse	group	of	jj	cc	jj	nn1	io
16	large	Dutch	oven	over	medium	jj	jj	nn1	ii	jj
35	large	Dutch	oven	over	medium-high	jj	jj	nn1	ii	jj
12	large	pot	or	Dutch	oven	jj	nn1	cc	jj	nn1
9	large	saucepan	or	Dutch	oven	jj	nn1	cc	jj	nn1
12	last	of	a	dying	breed	md	io	at1	jj	nn1
11	latest	on	this	developing	story	jjt	ii	dd1	jj	nn1
7	lead	to	a	dead	end	vvi	ii	at1	jj	nn1
13	lead	to	somewhat	different	results	vvi	ii	rr	jj	nn2
25	leader	of	the	Democratic	Party	nn1	io	at	jj	nn1
15	leaders	of	the	Democratic	Party	nn2	io	at	jj	nn1
8	leadership	of	the	Democratic	Party	nn1	io	at	jj	nn1
5	learning	or	using	dual	media	vvg	cc	vvg	jj	nn
5	least	developed	countries	in	the	rgt	jj	nn2	ii	at
5	leaves	are	dark	green	and	nn2	vbr	jj	nn1	cc
5	led	to	a	dead	end	vvn	ii	at1	jj	nn1
9	led	to	a	dramatic	increase	vvn	ii	at1	jj	nn1
11	left	anterior	descending	coronary	artery	jj	jj	jj	jj	nn1
14	left	of	the	Democratic	Party	nn1	io	at	jj	nn1
32	left	wing	of	the	Democratic	jj	nn1	io	at	jj
7	left	with	the	distinct	impression	vvn	iw	at	jj	nn1
8	less	dependent	on	foreign	oil	rgr	jj	ii	jj	nn1
8	less	dependent	on	foreign	sources	rgr	jj	ii	jj	nn2
17	let	out	a	deep	breath	vvd	rp	at1	jj	nn1
12	let	out	a	deep	breath	vv0	rp	at1	jj	nn1
7	let	out	a	deep	sigh	vvd	rp	at1	jj	nn1
6	let	out	a	deep	sigh	vv0	rp	at1	jj	nn1
5	levels	in	the	diabetic	patients	nn2	ii	at	jj	nn2
23	liberal	wing	of	the	Democratic	jj	nn1	io	at	jj
10	life	in	a	different	way	nn1	ii	at1	jj	nn1
6	life	on	a	daily	basis	nn1	ii	at1	jj	nn1
6	lifetime	diagnostic	criteria	for	alcohol	nnt1	jj	nn2	if	nn1
5	like	a	decent	human	being	ii	at1	jj	jj	nn1
6	like	a	totally	different	person	ii	at1	rr	jj	nn1
5	like	a	whole	different	world	ii	at1	jj	jj	nn1
7	Lilburn	Downtown	Development	Authority	will	nn1	jj	nn1	nn1	vm
5	Lily	took	a	deep	breath	np1	vvd	at1	jj	nn1
7	linguistically	and	culturally	diverse	students	rr	cc	rr	jj	nn2
9	listed	in	descending	order	of	vvn	ii	jj	nn1	io
34	little	bit	of	a	different	jj	nn1	io	at1	jj
5	little	bit	of	a	difficult	jj	nn1	io	at1	jj
5	little	bit	of	a	double	jj	nn1	io	at1	jj
11	little	knowledge	is	a	dangerous	jj	nn1	vbz	at1	jj
6	live	in	a	dangerous	world	vv0	ii	at1	jj	nn1
7	live	in	a	democratic	society	vvi	ii	at1	jj	nn1
17	live	in	a	different	world	vv0	ii	at1	jj	nn1
9	lives	on	a	daily	basis	nn2	ii	at1	jj	nn1
6	living	in	a	democratic	society	vvg	ii	at1	jj	nn1
8	living	in	a	different	world	vvg	ii	at1	jj	nn1
5	living	will	and	durable	power	jj	nn1	cc	jj	nn1
5	living	will	or	durable	power	jj	nn1	cc	jj	nn1
8	located	in	different	parts	of	vvn	ii	jj	nn2	io
5	locked	in	a	dead	heat	vvn	ii	at1	jj	nn1
5	long	and	difficult	process	of	jj	cc	jj	nn1	io
5	long	and	distinguished	career	as	jj	cc	jj	nn1	ii
6	long	and	distinguished	career	in	jj	cc	jj	nn1	ii
62	LONG	LINE	OF	DEAD	MEN	jj	nn1	io	jj	nn2
5	look	in	his	dark	eyes	nn1	ii	appge	jj	nn2
5	looking	for	a	different	kind	vvg	if	at1	jj	nn1
9	loss	of	due	process	rights	nn1	io	jj	nn1	nn2
5	lot	of	different	issues	that	nn1	io	jj	nn2	cst
47	lot	of	different	kinds	of	nn1	io	jj	nn2	io
5	lot	of	different	points	of	nn1	io	jj	nn2	io
5	lot	of	different	things	and	nn1	io	jj	nn2	cc
9	lot	of	different	things	in	nn1	io	jj	nn2	ii
20	lot	of	different	things	that	nn1	io	jj	nn2	cst
6	lot	of	different	things	to	nn1	io	jj	nn2	to
17	lot	of	different	types	of	nn1	io	jj	nn2	io
6	lot	of	different	ways	in	nn1	io	jj	nn2	ii
6	lot	of	different	ways	of	nn1	io	jj	nn2	io
18	lot	of	different	ways	to	nn1	io	jj	nn2	to
29	lots	of	different	kinds	of	pn	io	jj	nn2	io
5	lots	of	different	things	in	pn	io	jj	nn2	ii
7	lots	of	different	types	of	pn	io	jj	nn2	io
9	lots	of	different	ways	to	pn	io	jj	nn2	to
5	loyal	and	disciplined	member	of	jj	cc	jj	nn1	io
6	loyalty	to	the	Democratic	Party	nn1	ii	at	jj	nn1
12	made	a	deep	impression	on	vvd	at1	jj	nn1	ii
5	made	a	determined	effort	to	vvd	at1	jj	nn1	to
6	made	a	different	kind	of	vvd	at1	jj	nn1	io
6	made	a	direct	appeal	to	vvd	at1	jj	nn1	ii
6	made	a	dismissive	gesture	with	vvd	at1	jj	nn1	iw
5	made	a	down	payment	on	vvd	at1	jj	nn1	ii
5	made	his	directorial	debut	with	vvd	appge	jj	nn1	iw
6	made	on	a	daily	basis	vvn	ii	at1	jj	nn1
10	made	the	difficult	decision	to	vvd	at	jj	nn1	to
5	made	the	difficult	decision	to	vvn	at	jj	nn1	to
5	maintain	a	delicate	balance	between	vvi	at1	jj	nn1	ii
7	make	a	damn	bit	of	vvi	at1	jj	nn1	io
5	make	a	damned	bit	of	vvi	at1	jj	nn1	io
5	make	a	decent	living	and	vvi	at1	jj	nn1	cc
17	make	a	down	payment	on	vvi	at1	jj	nn1	ii
6	make	a	dramatic	difference	in	vvi	at1	jj	nn1	ii
5	make	his	directorial	debut	with	vvi	appge	jj	nn1	iw
5	make	of	a	diminished	thing	vvi	io	at1	jj	nn1
7	make	some	very	difficult	decisions	vvi	dd	rg	jj	nn2
5	make	the	difficult	transition	from	vvi	at	jj	nn1	ii
5	make	these	delicious	recipes	at	vvi	dd2	jj	nn2	ii
6	makes	his	directorial	debut	with	vvz	appge	jj	nn1	iw
5	makes	Jack	a	dull	boy	vvz	np1	at1	jj	nn1
26	man	in	a	dark	suit	nn1	ii	at1	jj	nn1
5	man	with	a	dark	beard	nn1	iw	at1	jj	nn1
9	man	with	dark	hair	and	nn1	iw	jj	nn1	cc
7	managing	editor	of	the	Daily	jj	nn1	io	at	jj
7	many	different	aspects	of	the	da2	jj	nn2	io	at
27	many	different	kinds	of	people	da2	jj	nn2	io	nn
7	many	different	kinds	of	things	da2	jj	nn2	io	nn2
16	many	different	parts	of	the	da2	jj	nn2	io	at
8	many	different	points	of	view	da2	jj	nn2	io	nn1
5	many	different	things	to	different	da2	jj	nn2	ii	jj
5	many	different	things	to	different	da2	jj	nn2	ii	jj
10	many	different	types	of	people	da2	jj	nn2	io	nn
6	many	different	ways	can	you	da2	jj	nn2	vm	ppy
10	many	different	ways	in	which	da2	jj	nn2	ii	ddq
7	marches	to	a	different	drummer	vvz	ii	at1	jj	nn1
6	marching	to	a	different	drummer	vvg	ii	at1	jj	nn1
7	Mashed	Rags	Bound	in	Dead	jj	nn2	vvn	ii	jj
7	may	be	a	different	story	vm	vbi	at1	jj	nn1
19	may	have	a	difficult	time	vm	vhi	at1	jj	nnt1
6	may	have	different	effects	on	vm	vhi	jj	nn2	ii
7	may	mean	different	things	to	vm	vvi	jj	nn2	ii
7	me	a	dirty	look	and	ppio1	at1	jj	nn1	cc
7	me	in	a	different	way	ppio1	ii	at1	jj	nn1
7	me	on	a	daily	basis	ppio1	ii	at1	jj	nn1
6	mean	dark	greens	and	citrus	jj	jj	nn2	cc	nn1
17	mean	different	things	to	different	vvi	jj	nn2	ii	jj
17	mean	different	things	to	different	vvi	jj	nn2	ii	jj
